"BirdID","Disperse","Inherit","DispersalDate","DispersalMonth2","NatalTerritory","DisperseTerritoryID","DisperseStatus","NatalStatus","DisperseStatus2","Age_at_disp1","Age_at_disp2","BirthDate1","BirthDate2","Reached_min_age_1","Reached_min_age_2","DispersalYear","BirthYear1","BirthYear2","PopDensity.all","PopDensity.old","GroupSize.all","GroupSize.old","NoTranslocationEvents","TranslocationYN","Distance","NatalTerritorySize","DisperseTerritorySize","InsectAbundance","InsectDensity","SexEstimate","Novel.object.score","StndBody.mass","BodyMass","Weather","Observer","TentColour","ExplorationBranchOrientation","ReleaseMethod","Time.between.tests","Social.status","TentPoles","BranchHeight","Days.into.season","Testno","Ageclass","Age_sd","Age_sq","Age_sq_sd","Season"
6309,1,NA,"2015-12-01","W",68,605,"BrM","AB",1,506,506,"2014-07-13","2014-07-13",NA,NA,2015,2014,2014,330,267,6,6,NA,"N",167.39625204419,1697,1474,1167.56180546,3.987349657,1,13,0.15039948,15.5,"C","MB","G","D","P",0,"Non-primary",0,0,28,1,"JUV",-0.394999001,40000,-0.255041233,28.2
6312,1,NA,"2014-11-25","W",138,155,"ABX","CH",2,169,177,"2014-06-09","2014-06-01",NA,NA,2014,2014,2014,391,291,4,3,NA,"N",83.5224520712844,2592,1572,900.722937165,4.199879045,1,3,-0.01346234,15.60000038,"S","MB","G","D","P",0,"Non-primary",0,0,34,1,"SA",-0.375628073,57600,-0.252856147,34.2
6313,1,NA,"2017-04-27","W",126,127,"BrM","ABX",1,927.958333333333,927.958333333333,"2014-10-12","2014-10-12",NA,NA,2017,2014,2014,263,235,3,4,NA,"N",43.0143208529174,1674,3022,2523.364966302,11.27021182,1,65,-0.356934343,15,"S","LJR","B","P","P",367,"Non-primary",0,0,41,2,"A",-0.256012596,237169,-0.230562188,41.2
6313,1,NA,"2017-04-27","W",126,127,"BrM","ABX",1,927.958333333333,927.958333333333,"2014-10-12","2014-10-12",NA,NA,2017,2014,2014,263,235,3,4,NA,"N",43.0143208529174,1674,3022,2523.364966302,11.27021182,1,63,-0.356934343,14.60000038,"S","MB","G","D","P",0,"Non-primary",0,0,39,1,"JUV",-0.433740856,14400,-0.25821954,39.2
6374,1,NA,"2016-11-28","W",480,740,"BrM","H",1,525,525,"2015-06-22","2015-06-22",NA,NA,2016,2015,2015,269,255,5,4,NA,"N",46.2373293454542,1850,1867,1042.513256323,3.570935273,1,31,0.045317971,16,"S","LJR","B","P","P",0,"Non-primary",0,0,35,1,"SA",-0.381439352,51984,-0.253553388,35.2
6378,1,NA,"2016-02-12","W",179,662,"ABX","H",2,192,192,"2015-08-04","2015-08-04",NA,NA,2016,2015,2015,269,252,4,4,NA,"N",32.9313324396387,942,823,1042.513256323,3.570935273,0,53,-0.112155765,15.30000019,"S","DR","B","P","P",0,"Non-primary",0,0,98,1,"SA",-0.298144363,160000,-0.24014292,98.1
6382,1,NA,"2016-05-01","S",53,50,"BrM","ABX",1,481.958333333333,481.958333333333,"2015-01-05","2015-01-05",NA,NA,2016,2015,2015,269,252,4,3,NA,"N",48.5280514078085,2734,2109,1042.513256323,3.570935273,1,119,0.873165383,18,"C","LJR","B","P","P",0,"Non-primary",0,0,54,1,"SA",-0.290880265,172225,-0.238625155,54.2
6384,1,NA,"2016-05-01","S",111,110,"BrM","ABX",1,470.958333333333,470.958333333333,"2015-01-16","2015-01-16",NA,NA,2016,2015,2015,269,252,4,4,NA,"N",61.7738132095029,2945,2052,1042.513256323,3.570935273,1,22,0.234318887,15.5,"S","DJW","B","P","P",0,"Non-primary",0,0,35,1,"A",-0.305408461,148225,-0.241604817,35.2
6385,1,NA,"2016-08-23","S",616,2,"BrM","ABX",1,583.958333333333,583.958333333333,"2015-01-17","2015-01-17",NA,NA,2016,2015,2015,269,252,3,3,NA,"N",40.1442371137126,1172,3216,1042.513256323,3.570935273,1,60,-0.351067889,14.5,"S","TC","B","D","P",0,"Primary",0,0,79,1,"A",0.319303953,2805625,0.088318315,79.1
6546,1,NA,"2016-05-01","S",75,39,"BrF","OFL",1,223.958333333333,223.958333333333,"2015-09-20","2015-09-20",NA,NA,2016,2015,2015,269,252,3,2,NA,"N",58.5867745847986,2356,1340,1042.513256323,3.570935273,0,67,0.052333172,15.80000019,"S","TC","G","D","P",0,"Primary",0,0,77,1,"A",0.199204202,2036329,-0.007191787,77.1
6549,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,"2015-05-07","2015-05-07",0,0,NA,2015,2015,330,267,6,5,NA,"N",NA,NA,NA,1167.56180546,3.987349657,0,3,-0.607235049,13.5,"S","DJW","B","P","P",0,"Non-primary",0,0,35,1,"SA",-0.359162785,75076,-0.250686456,35.2
6552,1,NA,"2015-12-01","W",58,127,"ABX","CH",2,206,206,"2015-05-09","2015-05-09",NA,NA,2015,2015,2015,330,267,5,4,NA,"N",62.6049564606313,2245,2198,1167.56180546,3.987349657,1,34,0.190939397,16,"S","DJW","B","P","P",0,"Non-primary",0,0,37,1,"SA",-0.359162785,75076,-0.250686456,37.2
6554,1,NA,"2016-06-28","S",83,58,"BrF","OFL",1,275.958333333333,275.958333333333,"2015-09-26","2015-09-26",NA,NA,2016,2015,2015,269,255,4,2,NA,"N",573.182783912286,1780,2206,1042.513256323,3.570935273,0,91,-0.423878602,14.5,"S","LJR","B","P","P",0,"Non-primary",0,0,40,1,"JUV",-0.425508212,18769,-0.257677117,40.2
6556,1,NA,"2015-12-01","W",99,88,"ABX","CH",2,203,203,"2015-05-12","2015-05-12",NA,NA,2015,2015,2015,330,267,4,3,NA,"N",67.2300571150102,1562,2506,1167.56180546,3.987349657,1,22,-0.302527413,14.5,"S","LJR","B","P","P",0,"Non-primary",0,0,40,1,"SA",-0.359162785,75076,-0.250686456,40.2
6557,1,NA,"2016-11-28","W",36,32,"BrM","AB",1,428,428,"2015-09-27","2015-09-27",NA,NA,2016,2015,2015,269,255,3,3,NA,"N",78.5125956754069,3419,1354,1042.513256323,3.570935273,1,24,-0.612637777,14,"S","DJW","B","P","P",0,"Non-primary",0,0,41,1,"JUV",-0.425508212,18769,-0.257677117,41.2
6560,0,0,NA,NA,165,NA,NA,NA,NA,NA,NA,"2015-09-29","2015-09-29",0,0,NA,2015,2015,269,252,4,4,NA,"N",NA,NA,NA,1042.513256323,3.570935273,1,46,-0.917345413,13,"S","DJW","B","P","P",0,"Non-primary",0,0,43,1,"JUV",-0.425508212,18769,-0.257677117,43.2
6563,1,NA,"2017-02-03","W",24,746,"BrM","ABX",1,406,406,"2015-12-25","2015-12-25",NA,NA,2017,2015,2015,269,255,4,4,NA,"N",120.044866085303,2518,1255,1042.513256323,3.570935273,1,47,0.142398922,16,"S","DJW","B","P","P",0,"Non-primary",0,0,48,1,"JUV",-0.465218613,3025,-0.259631776,48.2
6564,0,0,NA,NA,81,NA,NA,NA,NA,NA,NA,"2015-10-05","2015-10-05",0,0,NA,2015,2015,269,252,3,3,NA,"N",NA,NA,NA,1042.513256323,3.570935273,0,25,0.234077145,16.5,"S","LJR","B","P","P",0,"Non-primary",0,0,49,1,"JUV",-0.425508212,18769,-0.257677117,49.2
6565,1,NA,"2015-08-19","S",154,663,"BrM","CH",1,180.958333333333,180.958333333333,"2015-02-19","2015-02-19",NA,NA,2015,2015,2015,364,338,6,5,NA,"N",84.3030480246711,1539,1498,1167.56180546,3.987349657,1,80,0.379698572,16.5,"S","LJR","B","P","P",0,"Primary",0,0,49,1,"A",-0.315093925,133225,-0.243467106,49.2
6566,1,NA,"2015-08-19","S",160,154,"BrM","CH",1,180.958333333333,180.958333333333,"2015-02-19","2015-02-19",NA,NA,2015,2015,2015,364,338,5,5,NA,"N",134.820482494315,2504,1539,1167.56180546,3.987349657,1,37,0.89743562,18,"S","DJW","B","P","P",0,"Primary",0,0,49,1,"A",-0.315093925,133225,-0.243467106,49.2
6568,1,NA,"2016-11-28","W",605,60,"BrF","AB",1,418,418,"2015-10-07","2015-10-07",NA,NA,2016,2015,2015,269,255,6,4,NA,"N",317.337015172256,2378,2583,1042.513256323,3.570935273,0,0,-0.302527413,14.5,"C","LJR","B","P","P",0,"Non-primary",0,0,51,1,"JUV",-0.425508212,18769,-0.257677117,51.2
6571,0,0,NA,NA,13,NA,NA,NA,NA,NA,NA,"2015-10-11","2015-10-11",1,1,NA,2015,2015,353,306,6,4,NA,"N",NA,NA,NA,498.689180037,2.708627279,0,18,0.074990936,15.5,"C","LJR","B","P","P",0,"Non-primary",0,0,55,1,"JUV",-0.425508212,18769,-0.257677117,55.2
6645,1,NA,"2017-04-27","W",27,12,"BrM","ABX",1,425.958333333333,425.958333333333,"2016-02-26","2016-02-26",NA,NA,2017,2016,2016,263,235,6,5,NA,"N",44.362850449447,1890,1577,2523.364966302,11.27021182,1,23,0.339785771,16.60000038,"S","TC","G","D","P",0,"Primary",1,0,57,1,"A",0.03939405,1203409,-0.110600975,57.2
6660,1,NA,"2016-06-03","S",618,50,"BrF","CH",1,266.958333333333,266.958333333333,"2015-09-10","2015-09-10",NA,NA,2016,2015,2015,330,267,4,3,NA,"N",52.5776583374536,1773,2109,1167.56180546,3.987349657,0,26,0.338172985,16.29999924,"C","DR","B","P","P",0,"Non-primary",0,0,101,1,"A",-0.314609652,133956,-0.243376351,101.1
6673,1,NA,"2017-04-27","W",407,20,"BrF","ABX",1,592.958333333333,592.958333333333,"2015-09-12","2015-09-12",NA,NA,2017,2015,2015,263,235,4,3,NA,"N",65.8255450390912,1955,2953,2523.364966302,11.27021182,0,1,0.225449471,16.39999962,"S","DR","B","P","P",0,"Non-primary",0,0,103,1,"A",-0.314609652,133956,-0.243376351,103.1
6690,1,NA,"2016-11-28","W",126,2,"BrF","CH",1,193,193,"2016-05-19","2016-05-19",NA,NA,2016,2016,2016,269,255,4,4,NA,"N",572.912758044106,2046,3216,1042.513256323,3.570935273,0,23,-0.080870326,15.10000038,"S","TC","G","P","P",0,"Primary",1,1,38,1,"A",-0.010001816,990025,-0.137093154,38.2
6693,1,NA,"2017-11-25","W",481,531,"BrF","H",1,423,423,"2016-09-28","2016-09-28",NA,NA,2017,2016,2016,311,265,4,3,NA,"N",205.924477964617,3210,2257,2523.364966302,11.27021182,0,1,-0.006447452,15.39999962,"P","TJB","G","D","P",0,"Primary",0,0,61,1,"A",0.113972121,1565001,-0.065708386,61.2
6697,1,NA,"2017-08-15","S",13,740,"BrM","ABX",1,321.958333333333,321.958333333333,"2016-09-27","2016-09-27",NA,NA,2017,2016,2016,311,265,7,6,NA,"N",130.243177004594,2069,2128,2523.364966302,11.27021182,1,0,0.577085421,17.10000038,"C","TC","G","D","P",0,"Primary",1,0,55,1,"A",-0.065208959,776161,-0.163644927,55.2
6764,1,NA,"2018-05-01","S",57,123,"BrF","ABX",1,293.958333333333,293.958333333333,"2017-07-11","2017-07-11",NA,NA,2018,2017,2017,298,283,5,5,NA,"N",195.803351170737,1920,2174,498.689180037,2.708627279,0,2,-0.170936389,14.89999962,"S","TC","G","P","P",0,"Primary",1,1,37,1,"A",-0.212912282,331776,-0.218816483,37.2
6777,0,0,NA,NA,616,NA,NA,NA,NA,NA,NA,"2017-07-18","2017-07-08",1,1,NA,2017,2017,292,285,7,5,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,127,0.801699862,17.39999962,"S","TC","G","D","P",183,"Non-primary",0,0,70,2,"A",-0.127195927,567009,-0.189611693,70.1
6777,0,0,NA,NA,616,NA,NA,NA,NA,NA,NA,"2017-07-18","2017-07-08",1,1,NA,2017,2017,292,285,7,5,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,0,0.801699862,16.39999962,"S","TC","G","P","P",0,"Non-primary",1,1,38,1,"A",-0.215817921,324900,-0.219670156,38.2
6777,0,0,NA,NA,616,NA,NA,NA,NA,NA,NA,"2017-07-18","2017-07-08",1,1,NA,2017,2017,292,285,7,5,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,57,0.84770006,17.20000076,"C","TC","G","D","P",7,"Non-primary",0,0,77,3,"A",-0.123806015,577600,-0.188296793,77.1
6780,1,NA,"2019-02-07","W",94,765,"BrF","AB",1,571,609,"2017-07-16","2017-06-08",NA,NA,2019,2017,2017,341,317,3,2,NA,"N",38.6559847403995,2220,1331,1101.621812431,4.15266459,0,6,-0.489674114,14.30000019,"S","TJB","G","D","P",0,"Primary",0,0,70,1,"A",-0.022592919,938961,-0.143432883,70.2
6831,1,NA,"2019-11-29","W",172,740,"BrM","ABX",1,794,900,"2017-09-26","2017-06-12",NA,NA,2019,2017,2017,292,285,5,4,NA,"N",44.9349860736851,2174,1887,1101.621812431,4.15266459,1,0,-0.127798641,15.39999962,"S","TC","G","D","P",0,"Non-primary",1,1,52,1,"A",-0.24293722,264196,-0.227206716,52.2
6836,1,NA,"2018-11-21","W",617,68,"BrF","ABX",1,418,418,"2017-09-29","2017-09-29",NA,NA,2018,2017,2017,353,306,4,3,NA,"N",142.255777842901,2287,1698,498.689180037,2.708627279,0,5,-0.113768239,15,"S","TC","G","P","P",0,"Primary",1,1,42,1,"A",-0.249232771,251001,-0.228844909,42.2
6857,1,NA,"2018-05-01","S",1,739,"ABX","CH",2,82.9583333333333,82.9583333333333,"2018-02-07","2018-02-07",NA,NA,2018,2018,2018,298,283,3,3,NA,"N",25.7694101601104,1477,1064,498.689180037,2.708627279,1,45,0.02645046,15.5,"S","TJB","G","D","P",0,"Non-primary",0,0,68,1,"A",-0.123321742,579121,-0.188107956,68.2
6859,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,"2018-02-06","2018-01-27",1,1,NA,2018,2018,260,255,4,4,NA,"N",NA,NA,NA,1101.6218,2.024101324,1,6,-0.105140564,15.10000038,"P","MAD","G","D","P",0,"Non-primary",0,0,62,1,"A",-0.125743108,571536,-0.189049654,62.2
6863,1,NA,"2020-02-17","W",746,26,"BrM","ABX",1,648,623,"2018-05-10","2018-06-04",NA,NA,2020,2018,2018,260,255,3,3,NA,"N",69.5353158923579,1829,2197,1101.6218,2.024101324,1,14,-0.292287578,14.89999962,"S","TC","G","D","P",0,"Non-primary",1,1,52,1,"SA",-0.35238296,82944,-0.249709624,52.2
6865,1,NA,"2019-07-24","S",43,28,"BrM","ABX",1,436.958333333333,436.958333333333,"2018-05-13","2018-05-13",NA,NA,2019,2018,2018,292,285,5,3,NA,"N",122.744796860193,2100,1594,1101.621812431,4.15266459,1,0,-0.283659903,15,"S","TC","G","P","P",0,"Non-primary",1,1,41,1,"SA",-0.359162785,75076,-0.250686456,41.2
6877,1,NA,"2019-06-17","S",481,20,"BrM","ABX",1,368.958333333333,335.958333333333,"2018-06-13","2018-07-16",NA,NA,2019,2018,2018,292,285,5,4,NA,"N",50.6126528152793,2345,2760,1101.621812431,4.15266459,1,57,0.074990936,15.5,"C","TC","G","D","P",0,"Non-primary",1,0,55,1,"SA",-0.367395429,66049,-0.251807182,55.2
6884,0,0,NA,NA,47,NA,NA,NA,NA,NA,NA,"2017-11-20","2017-11-20",1,1,NA,2017,2017,260,255,8,7,NA,"N",NA,NA,NA,1101.6218,2.024101324,1,23,-0.39098069,14.60000038,"S","TC","G","D","P",0,"Non-primary",1,1,50,1,"A",-0.270540791,208849,-0.23407819,50.2
6886,0,0,NA,NA,58,NA,NA,NA,NA,NA,NA,"2018-08-06","2018-08-06",1,1,NA,2018,2018,260,255,5,5,NA,"N",NA,NA,NA,1101.6218,2.024101324,1,66,0.469764635,16.70000076,"S","TC","G","P","P",0,"Non-primary",1,0,39,1,"SA",-0.401294552,34969,-0.255665845,39.2
6900,1,NA,"2019-02-07","W",15,172,"BrM","ABX",1,427,427,"2017-12-07","2017-12-07",NA,NA,2019,2017,2017,341,317,3,3,NA,"N",48.6901496551664,2122,2229,1101.621812431,4.15266459,1,31,0.438478883,16.89999962,"S","TC","G","D","P",0,"Primary",1,0,62,1,"A",-0.272962157,204304,-0.234642463,62.2
6909,0,0,NA,NA,8,NA,NA,NA,NA,NA,NA,"2017-12-12","2017-12-12",1,1,NA,2017,2017,260,255,3,3,NA,"N",NA,NA,NA,1101.6218,2.024101324,0,10,-0.368322926,14.30000019,"S","TJB","G","D","P",0,"Non-primary",0,0,62,1,"A",-0.098623809,659344,-0.178148062,62.2
6926,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,"2018-07-26","2018-07-26",1,1,NA,2018,2018,292,285,8,7,NA,"N",NA,NA,NA,1101.621812431,4.15266459,0,52,-0.179563751,14.80000019,"S","MAD","G","D","P",0,"Non-primary",0,0,68,1,"A",-0.205163911,350464,-0.216496319,68.2
7071,0,0,NA,NA,24,NA,NA,NA,NA,NA,NA,"2018-09-15","2018-08-11",1,1,NA,2018,2018,260,255,4,4,NA,"N",NA,NA,NA,1101.6218,2.024101324,1,30,0.092245973,15.69999981,"S","MAD","G","D","P",0,"Non-primary",0,0,65,1,"A",-0.231314663,289444,-0.224072111,65.2
7074,0,0,NA,NA,16,NA,NA,NA,NA,NA,NA,"2018-09-13","2018-08-08",0,0,NA,2018,2018,341,317,3,2,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,0,0.175296834,16.10000038,"C","TC","G","D","P",0,"Non-primary",1,0,56,1,"JUV",-0.411464289,27556,-0.256586188,56.2
7077,0,0,NA,NA,72,NA,NA,NA,NA,NA,NA,"2018-09-25","2018-09-25",0,0,NA,2018,2018,341,317,4,3,NA,"N",NA,NA,NA,1101.621812431,4.15266459,0,33,-0.579739864,14.10000038,"S","TC","G","P","P",0,"Non-primary",1,1,39,1,"JUV",-0.425508212,18769,-0.257677117,39.2
7079,0,0,NA,NA,516,NA,NA,NA,NA,NA,NA,"2018-09-30","2018-06-21",0,0,NA,2018,2018,341,317,3,2,NA,"N",NA,NA,NA,1101.621812431,4.15266459,0,5,-0.827279663,13.19999981,"S","TC","G","P","P",0,"Non-primary",1,1,44,1,"JUV",-0.425508212,18769,-0.257677117,44.2
7084,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,"2018-05-06","2018-05-06",1,1,NA,2018,2018,292,285,9,9,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,96,0.535559834,16.89999962,"S","TJB","G","D","P",0,"Non-primary",0,0,65,1,"A",-0.167390602,448900,-0.204275233,65.2
7086,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,"2018-05-10","2018-08-09",1,1,NA,2018,2018,292,285,6,5,NA,"N",NA,NA,NA,1101.621812431,4.15266459,0,0,-0.361307725,14.10000038,"S","TC","G","P","P",0,"Non-primary",1,1,38,1,"SA",-0.359162785,75076,-0.250686456,38.2
7091,0,0,NA,NA,58,NA,NA,NA,NA,NA,NA,"2018-10-03","2018-10-03",1,1,NA,2018,2018,260,255,5,5,NA,"N",NA,NA,NA,1101.6218,2.024101324,0,4,1.119092707,18.60000038,"T","TC","G","D","P",0,"Non-primary",1,1,47,1,"JUV",-0.425508212,18769,-0.257677117,47.2
7094,1,NA,"2019-04-24","W",111,746,"H","ABX",2,331.958333333333,322.958333333333,"2018-05-27","2018-06-05",NA,NA,2019,2018,2018,341,317,3,3,NA,"N",129.463209663016,1105,1829,1101.621812431,4.15266459,0,30,-0.506929151,14.10000038,"C","TC","G","D","P",0,"Non-primary",1,0,55,1,"SA",-0.359162785,75076,-0.250686456,55.2
7096,0,0,NA,NA,53,NA,NA,NA,NA,NA,NA,"2018-10-16","2018-08-10",0,0,NA,2018,2018,292,285,7,6,NA,"N",NA,NA,NA,1101.621812431,4.15266459,0,2,-0.983140925,12.80000019,"S","TC","G","D","P",0,"Non-primary",1,0,60,1,"SA",-0.425508212,18769,-0.257677117,60.2
7097,0,0,NA,NA,45,NA,NA,NA,NA,NA,NA,"2018-10-15","2018-07-11",0,0,NA,2018,2018,341,317,6,4,NA,"N",NA,NA,NA,1101.621812431,4.15266459,1,0,0.158041485,15.89999962,"S","TC","G","D","P",0,"Non-primary",1,0,59,1,"JUV",-0.425508212,18769,-0.257677117,59.2
7116,0,0,NA,NA,618,NA,NA,NA,NA,NA,NA,"2019-05-13","2019-05-13",0,0,NA,2019,2019,260,255,8,8,NA,"N",NA,NA,NA,1101.6218,2.024101324,NA,4,-0.925973087,12.89999962,"S","SW","G","D","P",0,"Non-primary",0,0,65,1,"A",-0.347540228,88804,-0.248982089,65.2
7131,0,0,NA,NA,179,NA,NA,NA,NA,NA,NA,"2019-06-04","2019-06-04",0,0,NA,2019,2019,260,255,4,3,NA,"N",NA,NA,NA,1101.6218,2.024101324,NA,0,0.036690296,15.89999962,"S","TJB","G","D","P",0,"Non-primary",0,0,63,1,"SA",-0.359162785,75076,-0.250686456,63.2
7132,0,0,NA,NA,109,NA,NA,NA,NA,NA,NA,"2019-06-02","2019-06-02",0,0,NA,2019,2019,260,255,NA,NA,NA,"N",NA,NA,NA,1101.6218,2.024101324,NA,53,-0.3769506,14.19999981,"P","SW","G","D","P",0,"Non-primary",0,0,61,1,"SA",-0.359162785,75076,-0.250686456,61.2
7133,0,0,NA,NA,55,NA,NA,NA,NA,NA,NA,"2019-06-03","2019-06-03",0,0,NA,2019,2019,260,255,4,3,NA,"N",NA,NA,NA,1101.6218,2.024101324,NA,0,0.053945645,16.10000038,"P","MAD","G","D","P",0,"Non-primary",0,0,62,1,"SA",-0.359162785,75076,-0.250686456,62.2
