mum_FPID,id,mum,dad,p,FPID,PeriodStart,PeriodEnd,O_Terr,dad_FPID,mum_Terr
1152_41,1763,1152,1349,1,41,11/07/2002,02/10/2002,12,1349_41,12
1155_28,1438,1155,1154,1,28,02/07/1999,26/09/1999,112,1154_28,112
1155_30,1881,1155,453,1,30,06/06/2003,02/09/2003,112,453_30,112
1155_41,1785,1155,453,1,41,11/07/2002,02/10/2002,112,453_41,112
1155_54,4802,1155,1808,1,54,11/11/2005,11/12/2005,112,1808_54,112
1155_75,4972,1155,1808,1,75,12/06/2006,02/09/2006,112,1808_75,112
1158_25,1366,1158,1041,0.906,25,20/06/1998,27/09/1998,52.1,1041_25,52.1
1158_40,1711,1158,1396,1,40,29/06/2001,26/07/2001,52.1,1396_40,52.1
1160_28,1566,1160,1179,0.998,28,02/07/1999,26/09/1999,78,1179_28,78
1160_28,1496,1160,1047,1,28,02/07/1999,26/09/1999,78,1047_28,78
1161_39,1581,1161,525,1,39,25/07/2000,13/08/2000,67,525_39,67
1161_39,1582,1161,849,1,39,25/07/2000,13/08/2000,67,849_39,67
1170_30,1889,1170,1609,0.996,30,06/06/2003,02/09/2003,64,1609_30,64
1170_34,3006,1170,1871,1,34,30/05/2004,02/09/2004,64,1871_34,64
1170_37,3597,1170,1579,1,37,26/05/2005,11/09/2005,64,1579_37,64
1170_39,1610,1170,917,1,39,25/07/2000,13/08/2000,64,917_39,64
1170_39,1579,1170,1063,1,39,25/07/2000,13/08/2000,64,1063_39,64
1170_75,4908,1170,1524,1,75,12/06/2006,02/09/2006,64,1524_75,64
1170_82,5157,1170,1877,0.995,82,14/06/2007,16/09/2007,64,1877_82,64
1170_85,5266,1170,1877,0.998,85,08/01/2008,21/02/2008,64,1877_85,64
1172_23,1430,1172,1171,1,23,20/12/1997,28/03/1998,94.1,1171_23,94.1
1172_41,1823,1172,1171,1,41,11/07/2002,02/10/2002,94.1,1171_41,94.1
1172_41,1821,1172,1171,1,41,11/07/2002,02/10/2002,94.1,1171_41,94.1
1172_41,1791,1172,544,1,41,11/07/2002,02/10/2002,94.1,544_41,94.1
1172_77,4958,1172,1171,1,77,06/01/2007,29/01/2007,94.1,1171_77,94.1
1172_82,5148,1172,1171,1,82,14/06/2007,16/09/2007,94.1,1171_82,94.1
1173_22,3793,1173,1041,0.999,22,01/07/1997,28/08/1997,53.1,1041_22,53.1
1173_23,1294,1173,1041,1,23,20/12/1997,28/03/1998,53.1,1041_23,53.1
1173_25,1364,1173,1159,1,25,20/06/1998,27/09/1998,53.1,1159_25,53.1
1177_22,1395,1177,824,0.703,22,01/07/1997,28/08/1997,109,824_22,109
1177_23,1305,1177,854,0.996,23,20/12/1997,28/03/1998,109,854_23,109
1177_28,1440,1177,1243,1,28,02/07/1999,26/09/1999,109,1243_28,109
1177_40,1609,1177,1395,1,40,29/06/2001,26/07/2001,109,1395_40,109
1182_22,1276,1182,851,1,22,01/07/1997,28/08/1997,90,851_22,90
1182_22,3831,1182,846,0.993,22,01/07/1997,28/08/1997,90,846_22,90
1182_22,1181,1182,851,1,22,01/07/1997,28/08/1997,90,851_22,90
1186_25,1402,1186,890,1,25,20/06/1998,27/09/1998,50.1,890_25,50.1
1186_26,1503,1186,1184,1,26,12/01/1999,29/01/1999,50.1,1184_26,50.1
1186_39,1575,1186,1188,1,39,25/07/2000,13/08/2000,50.1,1188_39,50.1
1186_40,1706,1186,1221,0.998,40,29/06/2001,26/07/2001,50.1,1221_40,50.1
1186_41,1761,1186,921,0.999,41,11/07/2002,02/10/2002,50.1,921_41,50.1
1186_41,1773,1186,1184,1,41,11/07/2002,02/10/2002,50.1,1184_41,50.1
1190_25,3944,1190,1191,0.804,25,20/06/1998,27/09/1998,82.1,1191_25,82.1
1190_30,1829,1190,1489,1,30,06/06/2003,02/09/2003,82.1,1489_30,82.1
1190_40,1735,1190,917,0.902,40,29/06/2001,26/07/2001,82.1,917_40,82.1
1193_30,1805,1193,1590,0.999,30,06/06/2003,02/09/2003,33.1,1590_30,33.1
1193_32,3004,1193,1590,0.999,32,17/05/2004,29/05/2004,33.1,1590_32,33.1
1193_37,3602,1193,1590,0.999,37,26/05/2005,11/09/2005,33.1,1590_37,33.1
1193_40,1622,1193,602,0.997,40,29/06/2001,26/07/2001,48,602_40,48
1193_41,1800,1193,1495,1,41,11/07/2002,02/10/2002,48,1495_41,48
1193_41,1782,1193,NA,0.457,41,11/07/2002,02/10/2002,48,NA_41,48
1193_75,4906,1193,453,0.558,75,12/06/2006,02/09/2006,33.1,453_75,33.1
1193_82,5131,1193,2990,1,82,14/06/2007,16/09/2007,33.1,2990_82,33.1
1195_37,3511,1195,1579,0.999,37,26/05/2005,11/09/2005,63,1579_37,63
1195_37,3605,1195,1871,0.999,37,26/05/2005,11/09/2005,63,1871_37,63
1195_39,1598,1195,1279,1,39,25/07/2000,13/08/2000,63,1279_39,63
1195_41,1851,1195,1045,1,41,11/07/2002,02/10/2002,63,1045_41,63
1195_41,1797,1195,NA,0.734,41,11/07/2002,02/10/2002,63,NA_41,63
1195_85,5256,1195,1871,0.997,85,08/01/2008,21/02/2008,63,1871_85,63
1200_28,1495,1200,1156,1,28,02/07/1999,26/09/1999,47.1,1156_28,47.1
1200_28,1506,1200,1156,0.991,28,02/07/1999,26/09/1999,47.1,1156_28,47.1
1200_37,3581,1200,1553,1,37,26/05/2005,11/09/2005,34.5,1553_37,34.5
1200_41,1752,1200,1553,1,41,11/07/2002,02/10/2002,34.5,1553_41,34.5
1200_41,1752,1200,1553,1,41,11/07/2002,02/10/2002,34.5,1553_41,47.1
1218_22,1299,1218,916,0.699,22,01/07/1997,28/08/1997,103.1,916_22,103.1
1218_22,3745,1218,544,0.978,22,01/07/1997,28/08/1997,103.1,544_22,103.1
1218_28,1550,1218,886,1,28,02/07/1999,26/09/1999,27,886_28,27
1218_28,3994,1218,1199,0.537,28,02/07/1999,26/09/1999,27,1199_28,27
1218_40,1667,1218,1542,1,40,29/06/2001,26/07/2001,27,1542_40,27
1218_41,1736,1218,1542,1,41,11/07/2002,02/10/2002,26,1542_41,26
1222_27,1433,1222,501,0.994,27,09/04/1999,04/05/1999,1.1,501_27,29
1222_27,1433,1222,501,0.994,27,09/04/1999,04/05/1999,1.1,501_27,1.1
1222_30,335,1222,1287,1,30,06/06/2003,02/09/2003,29,1287_30,29
1222_30,1764,1222,1684,1,30,06/06/2003,02/09/2003,29,1684_30,29
1222_39,1605,1222,494,1,39,25/07/2000,13/08/2000,29,494_39,29
1222_40,1714,1222,494,1,40,29/06/2001,26/07/2001,29,494_40,29
1222_40,1607,1222,494,1,40,29/06/2001,26/07/2001,29,494_40,29
1235_22,3761,1235,1039,1,22,01/07/1997,28/08/1997,21,1039_22,21
1240_25,1411,1240,890,0.665,25,20/06/1998,27/09/1998,82.3,890_25,82.3
1244_28,1513,1244,467,0.998,28,02/07/1999,26/09/1999,50,467_28,50
1244_30,1846,1244,1213,1,30,06/06/2003,02/09/2003,50,1213_30,50
1244_40,1756,1244,1178,0.996,40,29/06/2001,26/07/2001,50,1178_40,50
1244_41,1703,1244,1213,0.995,41,11/07/2002,02/10/2002,50,1213_41,50
1244_41,1753,1244,1188,1,41,11/07/2002,02/10/2002,50,1188_41,50
1244_75,4894,1244,2990,0.999,75,12/06/2006,02/09/2006,50,2990_75,50
1246_22,1221,1246,868,1,22,01/07/1997,28/08/1997,23,868_22,23
1246_25,1384,1246,609,0.998,25,20/06/1998,27/09/1998,23,609_25,23
1246_28,3987,1246,609,0.997,28,02/07/1999,26/09/1999,23,609_28,23
1247_28,1510,1247,1020,1,28,02/07/1999,26/09/1999,17,1020_28,17
1247_30,1852,1247,1287,0.574,30,06/06/2003,02/09/2003,17,1287_30,17
1247_32,3003,1247,1795,0.978,32,17/05/2004,29/05/2004,17,1795_32,17
1247_34,3012,1247,1287,1,34,30/05/2004,02/09/2004,17,1287_34,17
1247_39,1608,1247,494,1,39,25/07/2000,13/08/2000,17,494_39,17
1247_39,1604,1247,494,1,39,25/07/2000,13/08/2000,17,494_39,17
1247_40,1719,1247,494,1,40,29/06/2001,26/07/2001,17,494_40,17
1247_41,1755,1247,1020,1,41,11/07/2002,02/10/2002,17,1020_41,17
1271_23,1270,1271,1395,1,23,20/12/1997,28/03/1998,111,1395_23,111
1271_25,1416,1271,605,1,25,20/06/1998,27/09/1998,111,605_25,111
1271_28,1507,1271,506,0.999,28,02/07/1999,26/09/1999,111,506_28,111
1271_30,1830,1271,1395,1,30,06/06/2003,02/09/2003,111,1395_30,111
1271_39,1595,1271,1395,1,39,25/07/2000,13/08/2000,111,1395_39,111
1271_40,1683,1271,1593,1,40,29/06/2001,26/07/2001,111,1593_40,111
1271_41,1807,1271,1593,1,41,11/07/2002,02/10/2002,111,1593_41,111
1275_30,1883,1275,1587,1,30,06/06/2003,02/09/2003,96,1587_30,96
1275_37,3459,1275,1610,1,37,26/05/2005,11/09/2005,96,1610_37,96
1275_41,1793,1275,1610,1,41,11/07/2002,02/10/2002,96,1610_41,96
1299_23,1300,1299,1028,1,23,20/12/1997,28/03/1998,103.1,1028_23,103.1
1304_28,1497,1304,668,1,28,02/07/1999,26/09/1999,97.1,668_28,97.1
1304_28,1528,1304,668,1,28,02/07/1999,26/09/1999,97.1,668_28,97.1
1305_30,1896,1305,1595,1,30,06/06/2003,02/09/2003,47,1595_30,47
1305_30,1783,1305,1595,1,30,06/06/2003,02/09/2003,47,1595_30,47
1305_77,5075,1305,453,1,77,06/01/2007,29/01/2007,47,453_77,47
1345_25,1393,1345,215,1,25,20/06/1998,27/09/1998,16,215_25,16
1345_27,1421,1345,215,1,27,09/04/1999,04/05/1999,16,215_27,16
1347_25,1397,1347,494,1,25,20/06/1998,27/09/1998,29,494_25,29
1347_27,1420,1347,494,0.991,27,09/04/1999,04/05/1999,29,494_27,29
1355_30,1819,1355,1802,0.751,30,06/06/2003,02/09/2003,53,1802_30,53
1355_40,1754,1355,1234,0.999,40,29/06/2001,26/07/2001,53,1234_40,53
1361_103,5533,1361,1698,1,103,12/02/2010,19/03/2010,35,1698_103,130
1361_103,5533,1361,1698,1,103,12/02/2010,19/03/2010,35,1698_103,35
1361_30,1768,1361,1590,1,30,06/06/2003,02/09/2003,35,1590_30,35
1361_37,3452,1361,1553,1,37,26/05/2005,11/09/2005,35,1553_37,35
1361_75,4961,1361,1698,1,75,12/06/2006,02/09/2006,35,1698_75,35
1361_82,5155,1361,1698,1,82,14/06/2007,16/09/2007,35,1698_82,35
1361_87,5279,1361,1698,1,87,10/07/2008,07/09/2008,35,1698_87,35
1362_32,3090,1362,1509,1,32,17/05/2004,29/05/2004,4,1509_32,4
1362_41,1750,1362,1187,0.998,41,11/07/2002,02/10/2002,4,1187_41,4
1369_28,1556,1369,1032,1,28,02/07/1999,26/09/1999,43,1032_28,43
1369_28,1552,1369,1032,1,28,02/07/1999,26/09/1999,43,1032_28,43
1369_30,2960,1369,1744,1,30,06/06/2003,02/09/2003,43,1744_30,43
1369_35,3618,1369,1744,1,35,18/12/2004,12/01/2005,43,1744_35,43
1369_37,3515,1369,1744,1,37,26/05/2005,11/09/2005,43,1744_37,43
1369_39,1572,1369,1032,1,39,25/07/2000,13/08/2000,43,1032_39,43
1369_40,1745,1369,1504,0.999,40,29/06/2001,26/07/2001,43,1504_40,43
1380_40,1760,1380,602,1,40,29/06/2001,26/07/2001,84,602_40,84
1380_41,1784,1380,1395,0.999,41,11/07/2002,02/10/2002,84,1395_41,84
1382_39,1588,1382,847,1,39,25/07/2000,13/08/2000,94,847_39,94
1382_39,1589,1382,847,1,39,25/07/2000,13/08/2000,94,847_39,94
1382_41,1794,1382,1677,1,41,11/07/2002,02/10/2002,92,1677_41,92
1384_30,1868,1384,1553,1,30,06/06/2003,02/09/2003,36,1553_30,36
1384_39,1616,1384,1370,1,39,25/07/2000,13/08/2000,36,1370_39,36
1384_40,1697,1384,1370,1,40,29/06/2001,26/07/2001,36,1370_40,36
1384_41,1696,1384,1557,0.998,41,11/07/2002,02/10/2002,36,1557_41,36
1386_25,1388,1386,1274,1,25,20/06/1998,27/09/1998,34,1274_25,34
1386_28,1561,1386,216,1,28,02/07/1999,26/09/1999,34,216_28,34
1387_41,1779,1387,1670,1,41,11/07/2002,02/10/2002,87.1,1670_41,87.1
1388_37,3520,1388,1611,1,37,26/05/2005,11/09/2005,24,1611_37,24
1390_41,1748,1390,921,0.884,41,11/07/2002,02/10/2002,32.5,921_41,32.5
1401_25,1400,1401,605,1,25,20/06/1998,27/09/1998,85,605_25,85
1401_28,1518,1401,1185,1,28,02/07/1999,26/09/1999,85,1185_28,85
1401_30,1871,1401,1524,1,30,06/06/2003,02/09/2003,85,1524_30,85
1401_34,3011,1401,1788,1,34,30/05/2004,02/09/2004,85,1788_34,85
1401_37,3596,1401,1877,1,37,26/05/2005,11/09/2005,85,1877_37,85
1401_40,1722,1401,1185,1,40,29/06/2001,26/07/2001,85,1185_40,85
1401_41,1788,1401,1551,0.995,41,11/07/2002,02/10/2002,85,1551_41,85
1401_82,5156,1401,1788,0.999,82,14/06/2007,16/09/2007,85,1788_82,85
1401_82,5164,1401,1877,1,82,14/06/2007,16/09/2007,85,1877_82,85
1403_23,1295,1403,849,0.999,23,20/12/1997,28/03/1998,69,849_23,69
1403_25,1406,1403,849,0.999,25,20/06/1998,27/09/1998,69,849_25,69
1403_27,1425,1403,849,1,27,09/04/1999,04/05/1999,69,849_27,69
1403_28,1529,1403,849,1,28,02/07/1999,26/09/1999,69,849_28,69
1403_28,1527,1403,849,1,28,02/07/1999,26/09/1999,69,849_28,69
1403_30,1808,1403,849,1,30,06/06/2003,02/09/2003,69,849_30,69
1403_37,3462,1403,1533,0.999,37,26/05/2005,11/09/2005,69,1533_37,69
1403_37,3461,1403,1533,1,37,26/05/2005,11/09/2005,69,1533_37,69
1403_39,1580,1403,525,0.998,39,25/07/2000,13/08/2000,69,525_39,69
1403_40,1893,1403,849,0.988,40,29/06/2001,26/07/2001,69,849_40,69
1403_41,1790,1403,1533,1,41,11/07/2002,02/10/2002,69,1533_41,69
1404_28,1504,1404,507,1,28,02/07/1999,26/09/1999,32,507_28,32
1409_28,1522,1409,1209,1,28,02/07/1999,26/09/1999,11,1209_28,11
1409_30,1866,1409,1209,0.999,30,06/06/2003,02/09/2003,11,1209_30,11
1409_40,1673,1409,1543,1,40,29/06/2001,26/07/2001,11,1543_40,11
1410_28,1530,1410,436,1,28,02/07/1999,26/09/1999,51,436_28,51
1415_105,5772,1415,4890,0.777,105,25/06/2011,02/10/2011,28.1,4890_105,28.1
1415_30,1844,1415,1040,1,30,06/06/2003,02/09/2003,28.1,1040_30,28.1
1415_30,1766,1415,1666,0.999,30,06/06/2003,02/09/2003,28.1,1666_30,28.1
1415_34,3017,1415,1018,0.952,34,30/05/2004,02/09/2004,28.1,1018_34,3.1
1415_34,3017,1415,1018,0.952,34,30/05/2004,02/09/2004,28.1,1018_34,28.1
1415_37,3521,1415,1040,0.993,37,26/05/2005,11/09/2005,28.1,1040_37,28.1
1415_37,3510,1415,1566,0.998,37,26/05/2005,11/09/2005,28.1,1566_37,28.1
1415_39,1594,1415,1165,1,39,25/07/2000,13/08/2000,28,1165_39,28
1415_41,1743,1415,1666,1,41,11/07/2002,02/10/2002,28.1,1666_41,28.1
1415_75,4941,1415,1040,0.985,75,12/06/2006,02/09/2006,28.1,1040_75,28.1
1415_75,4876,1415,1040,1,75,12/06/2006,02/09/2006,28.1,1040_75,28.1
1418_28,3964,1418,922,0.655,28,02/07/1999,26/09/1999,1,922_28,1
1419_30,1824,1419,1287,0.998,30,06/06/2003,02/09/2003,16,1287_30,16
1419_75,4895,1419,1795,1,75,12/06/2006,02/09/2006,16,1795_75,16
1419_85,5194,1419,1795,0.932,85,08/01/2008,21/02/2008,16,1795_85,16
1429_30,1887,1429,1759,1,30,06/06/2003,02/09/2003,92,1759_30,92
1429_35,3088,1429,1886,1,35,18/12/2004,12/01/2005,92,1886_35,92
1429_37,3619,1429,1886,1,37,26/05/2005,11/09/2005,92,1886_37,92
1429_75,4863,1429,1886,1,75,12/06/2006,02/09/2006,92,1886_75,92
1432_28,1525,1432,922,1,28,02/07/1999,26/09/1999,3.1,922_28,3.1
1432_28,1545,1432,1187,0.976,28,02/07/1999,26/09/1999,3.1,1187_28,3.1
1436_40,1619,1436,1381,1,40,29/06/2001,26/07/2001,97.1,1381_40,97.1
1437_28,1516,1437,1279,0.947,28,02/07/1999,26/09/1999,59,1279_28,59
1437_30,2970,1437,634,1,30,06/06/2003,02/09/2003,59,634_30,59
1437_34,3005,1437,1579,0.969,34,30/05/2004,02/09/2004,59,1579_34,59
1437_37,3695,1437,1623,1,37,26/05/2005,11/09/2005,59,1623_37,59
1437_37,3501,1437,1623,1,37,26/05/2005,11/09/2005,59,1623_37,59
1437_41,1796,1437,1196,1,41,11/07/2002,02/10/2002,59,1196_41,59
1437_75,4952,1437,1722,1,75,12/06/2006,02/09/2006,59,1722_75,59
1437_75,4948,1437,1797,1,75,12/06/2006,02/09/2006,59,1797_75,59
1438_105,5618,1438,1708,1,105,25/06/2011,02/10/2011,66,1708_105,66
1438_37,3598,1438,1708,1,37,26/05/2005,11/09/2005,66,1708_37,66
1438_40,1708,1438,NA,0.629,40,29/06/2001,26/07/2001,66,NA_40,66
1438_82,5151,1438,1708,1,82,14/06/2007,16/09/2007,66,1708_82,66
1438_82,5152,1438,1708,1,82,14/06/2007,16/09/2007,66,1708_82,66
1438_85,5268,1438,1708,1,85,08/01/2008,21/02/2008,66,1708_85,66
1438_87,5225,1438,1708,0.95,87,10/07/2008,07/09/2008,66,1708_87,66
1438_92,5461,1438,1708,1,92,08/06/2009,18/09/2009,66,1708_92,66
1438_92,5497,1438,1708,1,92,08/06/2009,18/09/2009,66,1708_92,66
1490_30,1843,1490,1287,1,30,06/06/2003,02/09/2003,51.1,1287_30,51.1
1490_40,1663,1490,1031,1,40,29/06/2001,26/07/2001,51.1,1031_40,51.1
1490_40,1664,1490,1031,1,40,29/06/2001,26/07/2001,51.1,1031_40,51.1
1491_104,5581,1491,5285,1,104,30/06/2010,10/09/2010,57.1,5285_104,57.1
1491_30,2982,1491,1604,0.999,30,06/06/2003,02/09/2003,57.1,1604_30,57.1
1491_37,3566,1491,1356,1,37,26/05/2005,11/09/2005,57.1,1356_37,57.1
1491_41,1780,1491,1356,1,41,11/07/2002,02/10/2002,57.1,1356_41,57.1
1491_75,4950,1491,1604,0.998,75,12/06/2006,02/09/2006,57.1,1604_75,57.1
1491_75,4949,1491,1356,1,75,12/06/2006,02/09/2006,57.1,1356_75,57.1
1491_82,5150,1491,1604,0.996,82,14/06/2007,16/09/2007,57.1,1604_82,57.1
1491_85,5213,1491,1604,1,85,08/01/2008,21/02/2008,57.1,1604_85,57.1
1491_90,5287,1491,1604,0.999,90,30/12/2008,03/03/2009,57.1,1604_90,57.1
1501_30,1879,1501,1606,0.999,30,06/06/2003,02/09/2003,22,1606_30,22
1501_35,3490,1501,1773,1,35,18/12/2004,12/01/2005,22,1773_35,22
1501_37,3447,1501,1773,1,37,26/05/2005,11/09/2005,22,1773_37,22
1501_39,1599,1501,890,0.999,39,25/07/2000,13/08/2000,22,890_39,22
1501_41,1774,1501,507,1,41,11/07/2002,02/10/2002,22,507_41,22
1501_75,4940,1501,3489,0.996,75,12/06/2006,02/09/2006,22,3489_75,22
1501_77,4967,1501,3489,1,77,06/01/2007,29/01/2007,22,3489_77,22
1503_30,1864,1503,1209,1,30,06/06/2003,02/09/2003,23,1209_30,23
1503_35,3489,1503,1606,1,35,18/12/2004,12/01/2005,23,1606_35,23
1503_40,1669,1503,1209,1,40,29/06/2001,26/07/2001,23,1209_40,23
1503_75,4877,1503,1606,1,75,12/06/2006,02/09/2006,23,1606_75,23
1503_77,4968,1503,1611,1,77,06/01/2007,29/01/2007,23,1611_77,23
1506_30,1825,1506,1500,1,30,06/06/2003,02/09/2003,19,1500_30,19
1506_37,3450,1506,1720,1,37,26/05/2005,11/09/2005,19,1720_37,19
1506_37,3572,1506,1720,1,37,26/05/2005,11/09/2005,19,1720_37,19
1506_40,1725,1506,1359,0.994,40,29/06/2001,26/07/2001,19,1359_40,19
1506_75,4902,1506,1767,1,75,12/06/2006,02/09/2006,19,1767_75,19
1506_75,4903,1506,1499,1,75,12/06/2006,02/09/2006,19,1499_75,19
1508_30,1828,1508,1754,1,30,06/06/2003,02/09/2003,54,1754_30,54
1508_40,1700,1508,865,1,40,29/06/2001,26/07/2001,54,865_40,54
1510_34,3015,1510,1723,1,34,30/05/2004,02/09/2004,18,1723_34,18
1510_41,1742,1510,1542,0.998,41,11/07/2002,02/10/2002,78,1542_41,78
1510_41,1776,1510,1542,0.998,41,11/07/2002,02/10/2002,78,1542_41,78
1510_54,4873,1510,1165,1,54,11/11/2005,11/12/2005,18,1165_54,18
1510_75,4890,1510,2966,1,75,12/06/2006,02/09/2006,18,2966_75,18
1511_40,1721,1511,1499,1,40,29/06/2001,26/07/2001,16,1499_40,16
1517_28,1502,1517,1062,1,28,02/07/1999,26/09/1999,103.1,1062_28,103.1
1517_41,1886,1517,544,0.979,41,11/07/2002,02/10/2002,103.1,544_41,103.1
1532_30,1804,1532,911,1,30,06/06/2003,02/09/2003,3,911_30,3
1532_31,2975,1532,911,0.952,31,12/12/2003,14/01/2004,3,911_31,3
1532_35,3492,1532,911,0.909,35,18/12/2004,12/01/2005,3,911_35,3
1532_37,3591,1532,911,0.978,37,26/05/2005,11/09/2005,3,911_37,3
1532_40,1720,1532,911,1,40,29/06/2001,26/07/2001,3,911_40,3
1532_75,4939,1532,911,0.972,75,12/06/2006,02/09/2006,3,911_75,3
1532_82,5071,1532,1804,0.888,82,14/06/2007,16/09/2007,3,1804_82,3
1532_82,5138,1532,911,1,82,14/06/2007,16/09/2007,3,911_82,3
1532_90,5286,1532,911,1,90,30/12/2008,03/03/2009,3,911_90,3
1532_92,5462,1532,911,1,92,08/06/2009,18/09/2009,3,911_92,3
1536_30,1826,1536,1787,1,30,06/06/2003,02/09/2003,26.5,1787_30,26.5
1536_34,3086,1536,1787,0.76,34,30/05/2004,02/09/2004,26.5,1787_34,26.5
1536_37,3503,1536,1787,1,37,26/05/2005,11/09/2005,26.5,1787_37,26.5
1536_37,3579,1536,1512,1,37,26/05/2005,11/09/2005,26.5,1512_37,26.5
1536_75,4870,1536,1199,0.996,75,12/06/2006,02/09/2006,26.5,1199_75,26.5
1536_82,5163,1536,1787,0.997,82,14/06/2007,16/09/2007,26.5,1787_82,26.5
1536_87,5273,1536,4967,1,87,10/07/2008,07/09/2008,26.5,4967_87,26.5
1538_41,1786,1538,1539,1,41,11/07/2002,02/10/2002,45,1539_41,45
1538_75,4900,1538,1808,0.996,75,12/06/2006,02/09/2006,45,1808_75,45
1541_41,1891,1541,509,1,41,11/07/2002,02/10/2002,87,509_41,87
1550_31,1873,1550,1724,1,31,12/12/2003,14/01/2004,20,1724_31,20
1550_41,1723,1550,1040,0.999,41,11/07/2002,02/10/2002,20,1040_41,20
1552_40,1698,1552,1504,1,40,29/06/2001,26/07/2001,38,1504_40,38
1552_40,1699,1552,1504,1,40,29/06/2001,26/07/2001,38,1504_40,38
1558_34,3021,1558,1699,1,34,30/05/2004,02/09/2004,46.5,1699_34,46.5
1558_40,1707,1558,1441,0.664,40,29/06/2001,26/07/2001,46.5,1441_40,46.5
1558_90,5278,1558,1744,1,90,30/12/2008,03/03/2009,46.5,1744_90,46.5
1559_30,1833,1559,1031,1,30,06/06/2003,02/09/2003,51.2,1031_30,51.2
1559_31,2965,1559,1031,1,31,12/12/2003,14/01/2004,51.2,1031_31,51.2
1559_37,3506,1559,1165,1,37,26/05/2005,11/09/2005,17,1165_37,17
1559_37,3603,1559,2960,0.996,37,26/05/2005,11/09/2005,17,2960_37,17
1559_41,2964,1559,1435,0.997,41,11/07/2002,02/10/2002,51.2,1435_41,51.2
1559_41,1741,1559,1031,1,41,11/07/2002,02/10/2002,51.2,1031_41,51.2
1559_75,4966,1559,1702,1,75,12/06/2006,02/09/2006,17,1702_75,17
1559_75,4868,1559,1711,1,75,12/06/2006,02/09/2006,17,1711_75,17
1563_34,3453,1563,510,1,34,30/05/2004,02/09/2004,40,510_34,40
1563_41,1827,1563,1572,1,41,11/07/2002,02/10/2002,44,1572_41,44
1576_37,3645,1576,1512,1,37,26/05/2005,11/09/2005,77.1,1512_37,77.1
1580_104,5607,1580,1542,1,104,30/06/2010,10/09/2010,76,1542_104,76
1580_105,5751,1580,3643,1,105,25/06/2011,02/10/2011,76,3643_105,76
1580_116,5852,1580,3643,1,116,04/06/2012,30/09/2012,76,3643_116,76
1580_122,6039,1580,3643,1,122,18/06/2013,30/09/2013,76,3643_122,76
1580_30,1884,1580,1512,0.954,30,06/06/2003,02/09/2003,76,1512_30,76
1580_34,3456,1580,1512,0.999,34,30/05/2004,02/09/2004,76,1512_34,76
1580_37,3505,1580,1040,0.998,37,26/05/2005,11/09/2005,76,1040_37,76
1580_37,3644,1580,1766,1,37,26/05/2005,11/09/2005,76,1766_37,76
1580_41,1803,1580,1040,0.994,41,11/07/2002,02/10/2002,76,1040_41,76
1580_75,4916,1580,1542,0.999,75,12/06/2006,02/09/2006,76,1542_75,76
1580_75,4914,1580,1542,1,75,12/06/2006,02/09/2006,76,1542_75,76
1580_82,5119,1580,1512,0.999,82,14/06/2007,16/09/2007,76,1512_82,76
1588_30,1798,1588,1581,1,30,06/06/2003,02/09/2003,92.1,1581_30,92.1
1588_40,1677,1588,1587,1,40,29/06/2001,26/07/2001,92.1,1587_40,92.1
1588_41,1679,1588,1581,1,41,11/07/2002,02/10/2002,92.1,1581_41,92.1
1588_41,1678,1588,1581,1,41,11/07/2002,02/10/2002,92.1,1581_41,92.1
1589_30,2984,1589,929,1,30,06/06/2003,02/09/2003,10,929_30,10
1589_34,3016,1589,1029,1,34,30/05/2004,02/09/2004,10,1029_34,10
1589_37,3690,1589,929,0.993,37,26/05/2005,11/09/2005,10,929_37,10
1589_41,1675,1589,929,1,41,11/07/2002,02/10/2002,10,929_41,10
1589_82,5165,1589,1762,0.88,82,14/06/2007,16/09/2007,10,1762_82,10
1597_30,1806,1597,1587,1,30,06/06/2003,02/09/2003,94,1587_30,94
1597_34,3508,1597,1794,1,34,30/05/2004,02/09/2004,92.1,1794_34,92.1
1598_41,1737,1598,NA,0.714,41,11/07/2002,02/10/2002,82,NA_41,82
1598_75,4955,1598,3000,0.999,75,12/06/2006,02/09/2006,65,3000_75,65
1605_103,5562,1605,4939,0.999,103,12/02/2010,19/03/2010,5,4939_103,5
1605_104,5592,1605,3519,0.993,104,30/06/2010,10/09/2010,5,3519_104,5
1605_105,5603,1605,1750,1,105,25/06/2011,02/10/2011,5,1750_105,5
1605_105,5654,1605,5167,1,105,25/06/2011,02/10/2011,5,5167_105,5
1605_122,6047,1605,5837,1,122,18/06/2013,30/09/2013,5,5837_122,5
1605_31,2966,1605,497,0.982,31,12/12/2003,14/01/2004,5,497_31,5
1605_34,3023,1605,1485,0.999,34,30/05/2004,02/09/2004,5,1485_34,5
1605_34,3008,1605,2966,0.85,34,30/05/2004,02/09/2004,5,2966_34,5
1605_37,3445,1605,497,1,37,26/05/2005,11/09/2005,5,497_37,5
1605_37,3689,1605,911,1,37,26/05/2005,11/09/2005,5,911_37,5
1605_37,3491,1605,497,1,37,26/05/2005,11/09/2005,5,497_37,5
1605_41,1660,1605,497,1,41,11/07/2002,02/10/2002,5,497_41,5
1605_75,4855,1605,497,0.999,75,12/06/2006,02/09/2006,5,497_75,5
1605_82,5167,1605,497,1,82,14/06/2007,16/09/2007,5,497_82,5
1605_87,5196,1605,1499,1,87,10/07/2008,07/09/2008,5,1499_87,5
