mum_FPID,id,mum,dad,p,FPID,PeriodStart,PeriodEnd,O_Terr,dad_FPID,mum_Terr
2978_75,4913,2978,1722,1,75,12/06/2006,02/09/2006,58,1722_75,58
2978_85,5175,2978,1196,1,85,08/01/2008,21/02/2008,58,1196_85,58
2981_82,5170,2981,1868,1,82,14/06/2007,16/09/2007,32,1868_82,32
2982_75,4957,2982,1610,1,75,12/06/2006,02/09/2006,120,1610_75,120
2984_37,3448,2984,501,1,37,26/05/2005,11/09/2005,1.1,501_37,1.1
2984_37,3607,2984,2960,1,37,26/05/2005,11/09/2005,1.1,2960_37,1.1
2985_104,5565,2985,5072,1,104,30/06/2010,10/09/2010,33,5072_104,33
2985_105,5601,2985,5072,1,105,25/06/2011,02/10/2011,33,5072_105,33
2985_37,3498,2985,1752,1,37,26/05/2005,11/09/2005,33,1752_37,33
2985_82,5072,2985,1752,1,82,14/06/2007,16/09/2007,33,1752_82,33
2985_82,5126,2985,1752,1,82,14/06/2007,16/09/2007,33,1752_82,33
2985_82,5125,2985,1752,1,82,14/06/2007,16/09/2007,33,1752_82,33
2985_87,5236,2985,1752,1,87,10/07/2008,07/09/2008,33,1752_87,33
2985_92,5515,2985,1897,1,92,08/06/2009,18/09/2009,33,1897_92,33
2987_30,1888,2987,1676,0.812,30,06/06/2003,02/09/2003,37,1676_30,37
2987_37,3451,2987,1739,0.996,37,26/05/2005,11/09/2005,37,1739_37,37
2987_37,3500,2987,1739,1,37,26/05/2005,11/09/2005,37,1739_37,37
2989_104,5545,2989,1710,1,104,30/06/2010,10/09/2010,51.2,1710_104,51.2
2989_104,5545,2989,1710,1,104,30/06/2010,10/09/2010,51.2,1710_104,51.1
2989_37,3647,2989,1731,0.999,37,26/05/2005,11/09/2005,51.2,1731_37,51.2
2989_75,4861,2989,1710,0.999,75,12/06/2006,02/09/2006,51.2,1710_75,51.2
2989_87,5210,2989,1710,0.999,87,10/07/2008,07/09/2008,51.2,1710_87,51.2
2989_92,5447,2989,1731,1,92,08/06/2009,18/09/2009,51.2,1731_92,51.2
2989_92,5342,2989,4887,1,92,08/06/2009,18/09/2009,51.2,4887_92,51.2
3002_104,5605,3002,5269,1,104,30/06/2010,10/09/2010,92.1,5269_104,92.1
3002_105,5828,3002,1801,1,105,25/06/2011,02/10/2011,92.1,1801_105,92.1
3002_122,6062,3002,5456,1,122,18/06/2013,30/09/2013,92.1,5456_122,92.1
3002_54,4866,3002,1581,1,54,11/11/2005,11/12/2005,92.1,1581_54,92.1
3002_75,5000,3002,1581,1,75,12/06/2006,02/09/2006,92.1,1581_75,92.1
3002_82,5117,3002,1581,1,82,14/06/2007,16/09/2007,92.1,1581_82,92.1
3002_90,5324,3002,1581,1,90,30/12/2008,03/03/2009,92.1,1581_90,92.1
3002_90,5323,3002,1581,1,90,30/12/2008,03/03/2009,92.1,1581_90,92.1
3002_92,5466,3002,1886,1,92,08/06/2009,18/09/2009,92.1,1886_92,92.1
3002_92,5463,3002,1886,1,92,08/06/2009,18/09/2009,92.1,1886_92,92.1
3003_35,3698,3003,1566,0.998,35,18/12/2004,12/01/2005,17,1566_35,17
3003_37,3606,3003,1710,1,37,26/05/2005,11/09/2005,122,1710_37,122
3003_75,4879,3003,1710,1,75,12/06/2006,02/09/2006,122,1710_75,122
3009_37,3612,3009,1742,1,37,26/05/2005,11/09/2005,50,1742_37,50
3022_104,5633,3022,3696,1,104,30/06/2010,10/09/2010,42,3696_104,42
3022_104,5634,3022,1616,1,104,30/06/2010,10/09/2010,42,1616_104,42
3022_105,5762,3022,NA,0.455,105,25/06/2011,02/10/2011,42,NA_105,42
3022_34,3095,3022,1492,1,34,30/05/2004,02/09/2004,110,1492_34,110
3022_37,3577,3022,1489,0.961,37,26/05/2005,11/09/2005,110,1489_37,110
3022_82,5172,3022,3696,1,82,14/06/2007,16/09/2007,42,3696_82,42
3022_90,5292,3022,1682,1,90,30/12/2008,03/03/2009,42,1682_90,42
3022_90,5293,3022,3696,0.947,90,30/12/2008,03/03/2009,42,3696_90,42
308_17,932,308,216,1,17,07/07/1994,29/07/1994,37,216_17,37
308_19,1025,308,216,1,19,22/05/1995,14/09/1995,37,216_19,37
308_21,1161,308,216,0.999,21,24/06/1996,11/08/1996,37,216_21,37
308_22,1370,308,216,0.993,22,01/07/1997,28/08/1997,37,216_22,37
308_22,1216,308,216,1,22,01/07/1997,28/08/1997,37,216_22,37
308_25,1387,308,1274,1,25,20/06/1998,27/09/1998,37,1274_25,37
308_39,1574,308,921,1,39,25/07/2000,13/08/2000,37,921_39,37
308_39,1577,308,1274,1,39,25/07/2000,13/08/2000,37,1274_39,37
308_41,2987,308,1368,0.98,41,11/07/2002,02/10/2002,37,1368_41,37
3085_104,5589,3085,1729,1,104,30/06/2010,10/09/2010,15,1729_104,5
3085_104,5589,3085,1729,1,104,30/06/2010,10/09/2010,15,1729_104,15
3085_105,5619,3085,1729,0.999,105,25/06/2011,02/10/2011,15,1729_105,15
3085_112,5829,3085,3456,1,112,22/01/2012,28/02/2012,15,3456_112,15
3085_116,6020,3085,1729,1,116,04/06/2012,30/09/2012,15,1729_116,15
3085_124,6136,3085,3456,0.898,124,19/01/2014,04/03/2014,15,3456_124,15
3085_125,6205,3085,6047,1,125,16/06/2014,04/10/2014,15,6047_125,15
3085_142,6549,3085,6045,1,142,22/06/2015,29/09/2015,15,6045_142,15
3085_82,5134,3085,1729,0.99,82,14/06/2007,16/09/2007,15,1729_82,15
3085_87,5197,3085,1729,1,87,10/07/2008,07/09/2008,15,1729_87,15
3086_104,5584,3086,5204,1,104,30/06/2010,10/09/2010,2,5204_104,2
3086_112,5831,3086,NA,0.501,112,22/01/2012,28/02/2012,2,NA_112,2
3086_116,6018,3086,5828,0.999,116,04/06/2012,30/09/2012,2,5828_116,2
3086_125,6215,3086,2966,1,125,16/06/2014,04/10/2014,2,2966_125,2
3086_144,6667,3086,5829,1,144,02/02/2016,09/03/2016,2,5829_144,2
3086_75,4882,3086,1702,1,75,12/06/2006,02/09/2006,2,1702_75,2
3086_90,5327,3086,4829,1,90,30/12/2008,03/03/2009,2,4829_90,2
3086_92,5343,3086,1729,1,92,08/06/2009,18/09/2009,2,1729_92,2
3090_37,3574,3090,1381,1,37,26/05/2005,11/09/2005,73,1381_37,73
3090_82,5130,3090,3458,1,82,14/06/2007,16/09/2007,73,3458_82,73
3094_104,5614,3094,5170,1,104,30/06/2010,10/09/2010,37,5170_104,37
3094_116,6010,3094,4972,0.56,116,04/06/2012,30/09/2012,37,4972_116,37
3094_139,6382,3094,5855,1,139,16/01/2015,05/03/2015,37,5855_139,37
3094_142,6570,3094,5834,1,142,22/06/2015,29/09/2015,37,5834_142,37
3094_159,6691,3094,5855,1,159,23/06/2016,19/09/2016,37,5855_159,37
3094_164,6847,3094,5855,0.989,164,21/06/2017,20/09/2017,37,5855_164,37
3094_75,4965,3094,1739,1,75,12/06/2006,02/09/2006,37,1739_75,37
3094_82,5169,3094,1739,1,82,14/06/2007,16/09/2007,37,1739_82,37
3094_90,5284,3094,1739,1,90,30/12/2008,03/03/2009,37,1739_90,37
3094_92,5507,3094,1553,1,92,08/06/2009,18/09/2009,37,1553_92,37
34_14,1017,34,NA,0.325,14,01/01/1991,31/12/1991,77,NA_14,77
3444_104,5548,3444,1731,1,104,30/06/2010,10/09/2010,78,1731_104,78
3444_92,5465,3444,4887,1,92,08/06/2009,18/09/2009,78,4887_92,78
3446_77,5073,3446,4873,1,77,06/01/2007,29/01/2007,20,4873_77,20
3446_82,5139,3446,1787,1,82,14/06/2007,16/09/2007,20,1787_82,20
3449_82,5142,3449,2962,1,82,14/06/2007,16/09/2007,19,2962_82,19
3449_90,5315,3449,4897,1,90,30/12/2008,03/03/2009,19,4897_90,19
3451_103,5499,3451,1801,1,103,12/02/2010,19/03/2010,94,1801_103,104
3451_103,5499,3451,1801,1,103,12/02/2010,19/03/2010,94,1801_103,94
3451_104,5572,3451,1801,1,104,30/06/2010,10/09/2010,94,1801_104,94
3451_105,5647,3451,1801,1,105,25/06/2011,02/10/2011,94,1801_105,94
3451_105,5600,3451,1801,1,105,25/06/2011,02/10/2011,94,1801_105,94
3451_105,5649,3451,5254,1,105,25/06/2011,02/10/2011,94,5254_105,94
3451_125,6312,3451,6196,1,125,16/06/2014,04/10/2014,94,6196_125,94
3451_142,6369,3451,5638,1,142,22/06/2015,29/09/2015,94,5638_142,94
3451_87,5269,3451,1801,1,87,10/07/2008,07/09/2008,94,1801_87,94
3451_90,5281,3451,1801,1,90,30/12/2008,03/03/2009,94,1801_90,94
3453_104,5640,3453,1744,0.999,104,30/06/2010,10/09/2010,43,1744_104,43
3453_112,5785,3453,5523,1,112,22/01/2012,28/02/2012,43,5523_112,43
3453_116,5901,3453,NA,0.669,116,04/06/2012,30/09/2012,43,NA_116,43
3453_75,4933,3453,1699,1,75,12/06/2006,02/09/2006,43,1699_75,43
3453_75,4934,3453,1699,1,75,12/06/2006,02/09/2006,43,1699_75,43
3453_87,5322,3453,1744,0.968,87,10/07/2008,07/09/2008,43,1744_87,43
3453_90,5321,3453,1744,1,90,30/12/2008,03/03/2009,43,1744_90,43
3462_104,5557,3462,3093,1,104,30/06/2010,10/09/2010,29,3093_104,29
3462_105,5627,3462,2966,1,105,25/06/2011,02/10/2011,29,2966_105,29
