"mum_FPID" "id" "mum" "dad" "p" "FPID" "O_Terr" "dad_FPID" "MumStatus" "mum_Terr"
"627" "1854_82" "5140" "1854" "1029" "1" 82 30.2 "1029_82" "Dom" 30.2
"628" "1854_90" "5341" "1854" "1029" "1" 90 30.2 "1029_90" "U" 30.2
"629" "1854_92" "5312" "1854" "1029" "1" 92 30.2 "1029_92" "Dom" 30.2
"630" "1857_124" "6178" "1857" "3087" "1" 124 22 "3087_124" "Dom" 22
"631" "1857_37" "3615" "1857" "1606" "1" 37 22 "1606_37" "Sub" 22
"632" "1857_75" "4875" "1857" "1606" "1" 75 22 "1606_75" "Sub" 22
"633" "1857_92" "5333" "1857" "3618" "1" 92 22 "3618_92" "Sub" 22
"634" "1859_16" "562" "1859" "1686" "1" 16 10 "1686_16" "Dom" 10
"635" "1859_17" "914" "1859" "609" "0.816" 17 10 "609_17" "Dom" 10
"636" "1864_105" "5758" "1864" "5275" "0.999" 105 26 "5275_105" "Dom" 26
"637" "1864_118" "6024" "1864" "5333" "0.999" 118 111 "5333_118" "Dom" 111
"638" "1864_37" "3576" "1864" "1848" "1" 37 26 "1848_37" "Dom" 26
"639" "1864_92" "5516" "1864" "1542" "1" 92 26 "1542_92" "Dom" 26
"640" "1865_85" "5215" "1865" "1802" "0.998" 85 77 "1802_85" "zDead" 77
"641" "1872_75" "4944" "1872" "1777" "0.938" 75 114 "1777_75" "Dom" 114
"642" "1872_82" "5161" "1872" "1777" "0.998" 82 114 "1777_82" "Dom" 114
"643" "1888_31" "2981" "1888" "1695" "0.759" 31 37 "1695_31" "Sub" 37
"644" "189_16" "498" "189" NA "0.332" 16 28 "NA_16" "zDead" 28
"645" "189_16" "594" "189" "75" "0.925" 16 28 "75_16" "zDead" 28
"646" "1891_34" "3094" "1891" "1523" "1" 34 87.1 "1523_34" "Dom" 87.1
"647" "1891_37" "3653" "1891" "1523" "0.998" 37 87.1 "1523_37" "Dom" 87.1
"648" "1891_37" "3642" "1891" "510" "1" 37 87.1 "510_37" "Dom" 87.1
"649" "1892_30" "1870" "1892" "1754" "0.967" 30 55 "1754_30" "Dom" 55
"650" "1892_30" "2978" "1892" "1356" "1" 30 55 "1356_30" "Dom" 55
"651" "1892_35" "3092" "1892" "1356" "1" 35 55 "1356_35" "Dom" 55
"652" "1893_30" "1877" "1893" "1524" "0.997" 30 64 "1524_30" "Sub" 64
"653" "1893_37" "3593" "1893" "1871" "0.883" 37 64 "1871_37" "Sub" 64
"654" "1893_37" "3595" "1893" "1871" "0.919" 37 64 "1871_37" "Sub" 64
"655" "1893_75" "4959" "1893" "1788" "1" 75 64 "1788_75" "Sub" 64
"656" "1895_37" "3502" "1895" "1754" "1" 37 54 "1754_37" "Dom" 54
"657" "1895_75" "4888" "1895" "1754" "1" 75 54 "1754_75" "Dom" 54
"658" "1895_87" "5212" "1895" "1754" "1" 87 54 "1754_87" "Dom" 54
"659" "199_16" "554" "199" "221" "1" 16 30 "221_16" "U" 30
"660" "199_17" "929" "199" "609" "1" 17 30 "609_17" "Dom" 30
"661" "199_17" "929" "199" "609" "1" 17 30 "609_17" "Dom" 31
"662" "199_19" "890" "199" "609" "0.988" 19 30 "609_19" "Dom" 30
"663" "199_21" "1053" "199" "609" "1" 21 30 "609_21" "Dom" 30
"664" "199_22" "1152" "199" "609" "1" 22 30.1 "609_22" "Dom" 30.1
"665" "199_25" "1362" "199" "609" "1" 25 30.1 "609_25" "Dom" 30.1
"666" "199_27" "1543" "199" "609" "1" 27 30.1 "609_27" "Dom" 30.1
"667" "199_28" "1555" "199" "609" "0.999" 28 30.1 "609_28" "Dom" 30.1
"668" "207_14" "449" "207" "65" "1" 14 40 "65_14" "Dom" 40
"669" "207_14" "459" "207" "65" "1" 14 40 "65_14" "Dom" 40
"670" "207_19" "875" "207" "65" "1" 19 40 "65_19" "Dom" 40
"671" "213_16" "605" "213" "176" "0.692" 16 112 "176_16" "Sub" 112
"672" "213_16" "663" "213" "331" "0.947" 16 112 "331_16" "Sub" 112
"673" "213_17" "920" "213" "176" "0.956" 17 112 "176_17" "zDead" 112
"674" "213_17" "827" "213" "176" "0.923" 17 112 "176_17" "zDead" 112
"675" "217_16" "680" "217" "331" "0.551" 16 78 "331_16" "Dom" 78
"676" "217_19" "950" "217" "293" "1" 19 78 "293_19" "Dom" 78
"677" "217_21" "1029" "217" "836" "1" 21 78 "836_21" "Dom" 78
"678" "233_14" "446" "233" NA "0.351" 14 79 "NA_14" "Dom" 79
"679" "237_14" "470" "237" NA "0.473" 14 26.1 "NA_14" "Dom" 26.1
"680" "237_14" "471" "237" NA "0.481" 14 26.1 "NA_14" "Dom" 26.1
"681" "2749_16" "504" "2749" NA "0.535" 16 19 "NA_16" "zDead" 19
"682" "2845_16" "505" "2845" "75" "0.928" 16 75 "75_16" "Dom" 75
"683" "2845_16" "506" "2845" "75" "0.929" 16 75 "75_16" "Dom" 75
"684" "294_16" "601" "294" "25" "0.602" 16 23 "25_16" "Dom" 23
"685" "294_16" "600" "294" NA "0.289" 16 23 "NA_16" "Dom" 23
"686" "294_16" "606" "294" NA "0.317" 16 23 "NA_16" "Dom" 23
"687" "294_16" "507" "294" NA "0.346" 16 23 "NA_16" "Dom" 23
"688" "2959_75" "4964" "2959" "1831" "1" 75 41 "1831_75" "Dom" 41
"689" "2963_103" "5534" "2963" "3089" "1" 103 58 "3089_103" "Sub" 58
"690" "2963_37" "3590" "2963" "1796" "0.958" 37 58 "1796_37" "Sub" 58
"691" "2963_37" "3592" "2963" "1533" "1" 37 58 "1533_37" "Sub" 58
"692" "2963_75" "4915" "2963" "1196" "0.993" 75 58 "1196_75" "Sub" 58
"693" "2963_75" "4912" "2963" "1196" "1" 75 58 "1196_75" "Sub" 58
"694" "2963_75" "4886" "2963" "1709" "0.998" 75 58 "1709_75" "Sub" 58
"695" "2963_82" "5136" "2963" "1533" "1" 82 58 "1533_82" "Sub" 58
"696" "2963_82" "5135" "2963" "1533" "1" 82 58 "1533_82" "Sub" 58
"697" "2963_82" "5080" "2963" "1796" "0.929" 82 58 "1796_82" "Sub" 58
"698" "2963_85" "5473" "2963" "1196" "1" 85 58 "1196_85" "Sub" 58
"699" "2963_87" "5276" "2963" "1722" "1" 87 58 "1722_87" "Sub" 58
"700" "2968_104" "5610" "2968" "1577" "0.994" 104 39 "1577_104" "Dom" 39
"701" "2968_105" "5628" "2968" "5240" "1" 105 39 "5240_105" "Dom" 39
"702" "2968_37" "3699" "2968" "1769" "1" 37 39 "1769_37" "Sub" 39
"703" "2968_75" "4960" "2968" "1769" "1" 75 39 "1769_75" "Sub" 39
"704" "2968_75" "4963" "2968" "1769" "1" 75 39 "1769_75" "Sub" 39
"705" "2968_77" "4974" "2968" "1769" "1" 77 39 "1769_77" "Sub" 39
"706" "2968_77" "4973" "2968" "1553" "0.97" 77 39 "1553_77" "Sub" 39
"707" "2968_87" "5272" "2968" "1577" "0.986" 87 39 "1577_87" "Dom" 39
"708" "2968_92" "5535" "2968" "5240" "1" 92 39 "5240_92" "Dom" 39
"709" "2968_92" "5535" "2968" "5240" "1" 92 39 "5240_92" "Dom" 132
"710" "297_16" "599" "297" "298" "1" 16 80 "298_16" "Sub" 80
"711" "297_16" "596" "297" "478" "1" 16 80 "478_16" "Sub" 80
"712" "297_16" "502" "297" "478" "1" 16 80 "478_16" "Sub" 80
"713" "297_17" "833" "297" "478" "0.969" 17 80 "478_17" "Dom" 80
"714" "297_17" "855" "297" NA "0.503" 17 80 "NA_17" "Dom" 80
"715" "297_17" "631" "297" "298" "1" 17 80 "298_17" "Dom" 80
"716" "297_17" "838" "297" "478" "1" 17 80 "478_17" "Dom" 80
"717" "297_21" "1033" "297" "1862" "1" 21 80 "1862_21" "Sub" 80
"718" "297_21" "1159" "297" "634" "0.998" 21 80 "634_21" "Sub" 80
"719" "297_22" "1179" "297" "836" "1" 22 80 "836_22" "Sub" 80
"720" "297_23" "1267" "297" "1862" "1" 23 80 "1862_23" "Dom" 80
"721" "297_28" "1564" "297" "634" "1" 28 80 "634_28" "Dom" 80
"722" "2975_37" "3573" "2975" "1611" "1" 37 24 "1611_37" "Dom" 24
"723" "2975_37" "3571" "2975" "1611" "1" 37 24 "1611_37" "Dom" 24
"724" "2978_104" "5760" "2978" "3089" "1" 104 58 "3089_104" "Dom" 58
"725" "2978_34" "3454" "2978" "1196" "1" 34 58 "1196_34" "Dom" 58
"726" "2978_75" "4913" "2978" "1722" "1" 75 58 "1722_75" "Dom" 58
"727" "2978_85" "5175" "2978" "1196" "1" 85 58 "1196_85" "Dom" 58
"728" "2981_82" "5170" "2981" "1868" "1" 82 32 "1868_82" "Dom" 32
"729" "2982_75" "4957" "2982" "1610" "1" 75 120 "1610_75" "Dom" 120
"730" "2984_37" "3448" "2984" "501" "1" 37 1.1 "501_37" "Dom" 1.1
"731" "2984_37" "3607" "2984" "2960" "1" 37 1.1 "2960_37" "Dom" 1.1
"732" "2985_104" "5565" "2985" "5072" "1" 104 33 "5072_104" "Sub" 33
"733" "2985_105" "5601" "2985" "5072" "1" 105 33 "5072_105" "zDead" 33
"734" "2985_37" "3498" "2985" "1752" "1" 37 33 "1752_37" "Sub" 33
"735" "2985_82" "5072" "2985" "1752" "1" 82 33 "1752_82" "Sub" 33
"736" "2985_82" "5126" "2985" "1752" "1" 82 33 "1752_82" "Sub" 33
"737" "2985_82" "5125" "2985" "1752" "1" 82 33 "1752_82" "Sub" 33
"738" "2985_87" "5236" "2985" "1752" "1" 87 33 "1752_87" "Sub" 33
"739" "2985_92" "5515" "2985" "1897" "1" 92 33 "1897_92" "Sub" 33
"740" "2987_30" "1888" "2987" "1676" "0.812" 30 37 "1676_30" "Sub" 37
"741" "2987_37" "3451" "2987" "1739" "0.996" 37 37 "1739_37" "zDead" 37
"742" "2987_37" "3500" "2987" "1739" "1" 37 37 "1739_37" "zDead" 37
"743" "2989_104" "5545" "2989" "1710" "1" 104 51.2 "1710_104" "Dom" 51.2
"744" "2989_104" "5545" "2989" "1710" "1" 104 51.2 "1710_104" "Dom" 51.1
"745" "2989_37" "3647" "2989" "1731" "0.999" 37 51.2 "1731_37" "Dom" 51.2
"746" "2989_75" "4861" "2989" "1710" "0.999" 75 51.2 "1710_75" "Dom" 51.2
"747" "2989_87" "5210" "2989" "1710" "0.999" 87 51.2 "1710_87" "Dom" 51.2
"748" "2989_92" "5447" "2989" "1731" "1" 92 51.2 "1731_92" "Dom" 51.2
"749" "2989_92" "5342" "2989" "4887" "1" 92 51.2 "4887_92" "Dom" 51.2
"750" "3002_104" "5605" "3002" "5269" "1" 104 92.1 "5269_104" "Dom" 92.1
"751" "3002_105" "5828" "3002" "1801" "1" 105 92.1 "1801_105" "Dom" 92.1
"752" "3002_122" "6062" "3002" "5456" "1" 122 92.1 "5456_122" "Dom" 92.1
"753" "3002_54" "4866" "3002" "1581" "1" 54 92.1 "1581_54" "Dom" 92.1
"754" "3002_75" "5000" "3002" "1581" "1" 75 92.1 "1581_75" "Dom" 92.1
"755" "3002_82" "5117" "3002" "1581" "1" 82 92.1 "1581_82" "Dom" 92.1
"756" "3002_90" "5324" "3002" "1581" "1" 90 92.1 "1581_90" "Dom" 92.1
"757" "3002_90" "5323" "3002" "1581" "1" 90 92.1 "1581_90" "Dom" 92.1
"758" "3002_92" "5466" "3002" "1886" "1" 92 92.1 "1886_92" "Dom" 92.1
"759" "3002_92" "5463" "3002" "1886" "1" 92 92.1 "1886_92" "Dom" 92.1
"760" "3003_35" "3698" "3003" "1566" "0.998" 35 17 "1566_35" "Sub" 17
"761" "3003_37" "3606" "3003" "1710" "1" 37 122 "1710_37" "Dom" 122
"762" "3003_75" "4879" "3003" "1710" "1" 75 122 "1710_75" "Dom" 122
"763" "3009_37" "3612" "3009" "1742" "1" 37 50 "1742_37" "Sub" 50
"764" "3022_104" "5633" "3022" "3696" "1" 104 42 "3696_104" "Dom" 42
"765" "3022_104" "5634" "3022" "1616" "1" 104 42 "1616_104" "Dom" 42
"766" "3022_105" "5762" "3022" NA "0.455" 105 42 "NA_105" "Dom" 42
"767" "3022_34" "3095" "3022" "1492" "1" 34 110 "1492_34" "Dom" 110
"768" "3022_37" "3577" "3022" "1489" "0.961" 37 110 "1489_37" "Dom" 110
"769" "3022_82" "5172" "3022" "3696" "1" 82 42 "3696_82" "Dom" 42
"770" "3022_90" "5292" "3022" "1682" "1" 90 42 "1682_90" "Dom" 42
"771" "3022_90" "5293" "3022" "3696" "0.947" 90 42 "3696_90" "Dom" 42
"772" "308_17" "932" "308" "216" "1" 17 37 "216_17" "Dom" 37
"773" "308_19" "1025" "308" "216" "1" 19 37 "216_19" "Dom" 37
"774" "308_21" "1161" "308" "216" "0.999" 21 37 "216_21" "Dom" 37
"775" "308_22" "1370" "308" "216" "0.993" 22 37 "216_22" "Dom" 37
"776" "308_22" "1216" "308" "216" "1" 22 37 "216_22" "Dom" 37
"777" "308_25" "1387" "308" "1274" "1" 25 37 "1274_25" "Dom" 37
"778" "308_39" "1574" "308" "921" "1" 39 37 "921_39" "Dom" 37
"779" "308_39" "1577" "308" "1274" "1" 39 37 "1274_39" "Dom" 37
"780" "308_41" "2987" "308" "1368" "0.98" 41 37 "1368_41" "zDead" 37
"781" "3085_104" "5589" "3085" "1729" "1" 104 15 "1729_104" "Dom" 5
"782" "3085_104" "5589" "3085" "1729" "1" 104 15 "1729_104" "Dom" 15
"783" "3085_105" "5619" "3085" "1729" "0.999" 105 15 "1729_105" "Dom" 15
"784" "3085_112" "5829" "3085" "3456" "1" 112 15 "3456_112" "Dom" 15
"785" "3085_116" "6020" "3085" "1729" "1" 116 15 "1729_116" "Dom" 15
"786" "3085_124" "6136" "3085" "3456" "0.898" 124 15 "3456_124" "Dom" 15
"787" "3085_125" "6205" "3085" "6047" "1" 125 15 "6047_125" "Dom" 15
"788" "3085_142" "6549" "3085" "6045" "1" 142 15 "6045_142" "Dom" 15
"789" "3085_82" "5134" "3085" "1729" "0.99" 82 15 "1729_82" "Dom" 15
"790" "3085_87" "5197" "3085" "1729" "1" 87 15 "1729_87" "Dom" 15
"791" "3086_104" "5584" "3086" "5204" "1" 104 2 "5204_104" "Sub" 2
"792" "3086_112" "5831" "3086" NA "0.501" 112 2 "NA_112" "Sub" 2
"793" "3086_116" "6018" "3086" "5828" "0.999" 116 2 "5828_116" "Sub" 2
"794" "3086_125" "6215" "3086" "2966" "1" 125 2 "2966_125" "Dom" 2
"795" "3086_144" "6667" "3086" "5829" "1" 144 2 "5829_144" "Dom" 2
"796" "3086_75" "4882" "3086" "1702" "1" 75 2 "1702_75" "Sub" 2
"797" "3086_90" "5327" "3086" "4829" "1" 90 2 "4829_90" "Sub" 2
"798" "3086_92" "5343" "3086" "1729" "1" 92 2 "1729_92" "Sub" 2
"799" "3090_37" "3574" "3090" "1381" "1" 37 73 "1381_37" "Dom" 73
"800" "3090_82" "5130" "3090" "3458" "1" 82 73 "3458_82" "Dom" 73
"801" "3094_104" "5614" "3094" "5170" "1" 104 37 "5170_104" "Dom" 37
"802" "3094_116" "6010" "3094" "4972" "0.56" 116 37 "4972_116" "Dom" 37
"803" "3094_139" "6382" "3094" "5855" "1" 139 37 "5855_139" "Dom" 37
"804" "3094_142" "6570" "3094" "5834" "1" 142 37 "5834_142" "Dom" 37
"805" "3094_159" "6691" "3094" "5855" "1" 159 37 "5855_159" "Dom" 37
"806" "3094_164" "6847" "3094" "5855" "0.989" 164 37 "5855_164" "Dom" 37
"807" "3094_75" "4965" "3094" "1739" "1" 75 37 "1739_75" "Dom" 37
"808" "3094_82" "5169" "3094" "1739" "1" 82 37 "1739_82" "Dom" 37
"809" "3094_90" "5284" "3094" "1739" "1" 90 37 "1739_90" "Dom" 37
"810" "3094_92" "5507" "3094" "1553" "1" 92 37 "1553_92" "Dom" 37
"811" "34_14" "1017" "34" NA "0.325" 14 77 "NA_14" "Dom" 77
"812" "3444_104" "5548" "3444" "1731" "1" 104 78 "1731_104" "Dom" 78
"813" "3444_92" "5465" "3444" "4887" "1" 92 78 "4887_92" "Dom" 78
"814" "3446_77" "5073" "3446" "4873" "1" 77 20 "4873_77" "Dom" 20
"815" "3446_82" "5139" "3446" "1787" "1" 82 20 "1787_82" "Dom" 20
"816" "3449_82" "5142" "3449" "2962" "1" 82 19 "2962_82" "Dom" 19
"817" "3449_90" "5315" "3449" "4897" "1" 90 19 "4897_90" "Dom" 19
"818" "3451_103" "5499" "3451" "1801" "1" 103 94 "1801_103" "Dom" 104
"819" "3451_103" "5499" "3451" "1801" "1" 103 94 "1801_103" "Dom" 94
"820" "3451_104" "5572" "3451" "1801" "1" 104 94 "1801_104" "Dom" 94
"821" "3451_105" "5647" "3451" "1801" "1" 105 94 "1801_105" "Dom" 94
"822" "3451_105" "5600" "3451" "1801" "1" 105 94 "1801_105" "Dom" 94
"823" "3451_105" "5649" "3451" "5254" "1" 105 94 "5254_105" "Dom" 94
"824" "3451_125" "6312" "3451" "6196" "1" 125 94 "6196_125" "Dom" 94
"825" "3451_142" "6369" "3451" "5638" "1" 142 94 "5638_142" "Dom" 94
"826" "3451_87" "5269" "3451" "1801" "1" 87 94 "1801_87" "Dom" 94
"827" "3451_90" "5281" "3451" "1801" "1" 90 94 "1801_90" "Dom" 94
"828" "3453_104" "5640" "3453" "1744" "0.999" 104 43 "1744_104" "Dom" 43
"829" "3453_112" "5785" "3453" "5523" "1" 112 43 "5523_112" "Dom" 43
"830" "3453_116" "5901" "3453" NA "0.669" 116 43 "NA_116" "Dom" 43
"831" "3453_75" "4933" "3453" "1699" "1" 75 43 "1699_75" "Dom" 43
"832" "3453_75" "4934" "3453" "1699" "1" 75 43 "1699_75" "Dom" 43
"833" "3453_87" "5322" "3453" "1744" "0.968" 87 43 "1744_87" "Dom" 43
"834" "3453_90" "5321" "3453" "1744" "1" 90 43 "1744_90" "Dom" 43
"835" "3462_104" "5557" "3462" "3093" "1" 104 29 "3093_104" "Dom" 29
"836" "3462_105" "5627" "3462" "2966" "1" 105 29 "2966_105" "Dom" 29
"837" "3462_105" "5653" "3462" "2966" "1" 105 29 "2966_105" "Dom" 29
"838" "3462_122" "6065" "3462" "5590" "0.991" 122 29 "5590_122" "Dom" 29
"839" "3462_159" "6727" "3462" "5590" "1" 159 29 "5590_159" "Dom" 29
"840" "3462_87" "5198" "3462" "3093" "1" 87 29 "3093_87" "Dom" 29
"841" "3462_92" "5454" "3462" "3093" "1" 92 29 "3093_92" "Dom" 29
"842" "3487_37" "4805" "3487" "1543" "1" 37 30.1 "1543_37" "Dom" 30.1
"843" "3487_37" "4804" "3487" "1543" "1" 37 30.1 "1543_37" "Dom" 30.1
"844" "3487_77" "4970" "3487" "1543" "0.978" 77 30.1 "1543_77" "Dom" 30.1
"845" "3487_82" "5141" "3487" "1543" "0.77" 82 30.1 "1543_82" "Dom" 30.1
"846" "3490_105" "5615" "3490" "3087" "1" 105 21 "3087_105" "Dom" 21
"847" "3490_105" "5833" "3490" "3087" "1" 105 21 "3087_105" "Dom" 21
"848" "3490_112" "5780" "3490" "3087" "1" 112 21 "3087_112" "Dom" 21
"849" "3490_75" "4943" "3490" "3087" "1" 75 21 "3087_75" "Dom" 21
"850" "3490_92" "5510" "3490" "3087" "1" 92 21 "3087_92" "Dom" 21
"851" "3490_92" "5450" "3490" "3615" "1" 92 21 "3615_92" "Dom" 21
"852" "3491_105" "5826" "3491" "1616" "1" 105 45 "1616_105" "Dom" 45
"853" "3491_116" "5846" "3491" "5290" "1" 116 45 "5290_116" "Dom" 45
"854" "3491_125" "6203" "3491" "5291" "1" 125 45 "5291_125" "Dom" 45
"855" "3491_85" "5260" "3491" "1523" "1" 85 86 "1523_85" "Sub" 86
"856" "3491_92" "5340" "3491" "5169" "1" 92 86 "5169_92" "Dom" 86
"857" "3491_92" "5340" "3491" "5169" "1" 92 86 "5169_92" "Dom" 41.1
"858" "3497_104" "5544" "3497" "1611" "1" 104 24 "1611_104" "Dom" 24
"859" "3497_124" "6189" "3497" "5835" "1" 124 24 "5835_124" "Dom" 24
"860" "3497_82" "5147" "3497" "1611" "1" 82 24 "1611_82" "Dom" 24
"861" "3500_103" "5512" "3500" "1762" "0.998" 103 9 "1762_103" "zDead" 9
"862" "3500_77" "4969" "3500" "2988" "0.997" 77 9 "2988_77" "Dom" 9
"863" "3500_82" "5168" "3500" "2988" "0.937" 82 9 "2988_82" "Dom" 9
"864" "3505_75" "4892" "3505" "1774" "1" 75 50.1 "1774_75" "Dom" 50.1
"865" "3505_82" "5077" "3505" "1742" "0.997" 82 50.1 "1742_82" "Sub" 50.1
"866" "3505_90" "5280" "3505" "3005" "1" 90 50.1 "3005_90" "Sub" 50.1
"867" "3507_75" "4907" "3507" "1587" "1" 75 96 "1587_75" "Dom" 96
"868" "3507_82" "5154" "3507" "4953" "1" 82 96 "4953_82" "Dom" 96
"869" "3508_37" "3509" "3508" "1171" "1" 37 94 "1171_37" "Dom" 94
"870" "3508_37" "3613" "3508" "1171" "1" 37 94 "1171_37" "Dom" 94
"871" "3508_37" "3611" "3508" "1171" "1" 37 94 "1171_37" "Dom" 94
"872" "3516_104" "5582" "3516" "2991" "1" 104 53 "2991_104" "Sub" 53
"873" "3517_104" "5561" "3517" "5333" "1" 104 111 "5333_104" "Dom" 111
"874" "3517_105" "5641" "3517" "5077" "1" 105 111 "5077_105" "Dom" 111
"875" "3517_112" "5777" "3517" "5333" "0.998" 112 111 "5333_112" "Dom" 111
"876" "3517_112" "5778" "3517" "5333" "0.995" 112 111 "5333_112" "Dom" 111
"877" "3517_75" "4910" "3517" "1593" "1" 75 111 "1593_75" "Dom" 111
"878" "3517_75" "4911" "3517" "1593" "1" 75 111 "1593_75" "Dom" 111
"879" "3517_85" "5220" "3517" "1579" "1" 85 111 "1579_85" "Dom" 111
"880" "3518_104" "5613" "3518" "3486" "1" 104 69 "3486_104" "Dom" 69
"881" "3518_104" "5587" "3518" "3454" "1" 104 69 "3454_104" "Dom" 69
"882" "3518_122" "6069" "3518" "1869" "0.993" 122 69 "1869_122" "Sub" 69
"883" "3518_85" "5267" "3518" "3454" "1" 85 69 "3454_85" "Dom" 69
"884" "3518_92" "5451" "3518" "5118" "0.984" 92 69 "5118_92" "Dom" 69
"885" "3567_103" "5538" "3567" "1604" "1" 103 56 "1604_103" "Dom" 56
"886" "3567_104" "5551" "3567" "1604" "1" 104 56 "1604_104" "Dom" 56
"887" "3567_105" "5657" "3567" "5285" "1" 105 56 "5285_105" "Dom" 56
"888" "3567_122" "6041" "3567" "5285" "0.998" 122 56 "5285_122" "Dom" 56
"889" "3567_124" "6180" "3567" "5822" "1" 124 56 "5822_124" "Dom" 56
"890" "3567_75" "4951" "3567" "1604" "1" 75 56 "1604_75" "Dom" 56
"891" "3567_82" "5146" "3567" "1604" "1" 82 56 "1604_82" "Dom" 56
"892" "3569_104" "5542" "3569" "2966" "0.991" 104 126 "2966_104" "Dom" 126
"893" "3569_82" "5120" "3569" "3456" "1" 82 126 "3456_82" "Dom" 126
"894" "3569_87" "5204" "3569" "3456" "1" 87 126 "3456_87" "Dom" 126
"895" "3574_105" "5759" "3574" "4866" "1" 105 93 "4866_105" "Dom" 93
"896" "3574_124" "6183" "3574" "5650" "1" 124 93 "5650_124" "Dom" 93
"897" "3574_87" "5226" "3574" "4866" "1" 87 93 "4866_87" "Dom" 93
"898" "3574_92" "5458" "3574" "4866" "1" 92 93 "4866_92" "Dom" 93
"899" "3590_92" "5518" "3590" "1750" "1" 92 127 "1750_92" "Dom" 127
"900" "3594_92" "5530" "3594" "5197" "1" 92 123 "5197_92" "Dom" 123
"901" "3595_104" "5626" "3595" "5249" "1" 104 60.1 "5249_104" "Dom" 60.1
"902" "3595_112" "5842" "3595" "1877" "1" 112 60.1 "1877_112" "U" 60.1
"903" "3595_122" "6037" "3595" "5292" "1" 122 60.1 "5292_122" "Sub" 60.1
"904" "3595_122" "6050" "3595" "5292" "1" 122 60.1 "5292_122" "Sub" 60.1
"905" "3595_125" "6223" "3595" "6012" "0.998" 125 60.1 "6012_125" "Dom" 60.1
"906" "3595_164" "6754" "3595" "5292" "1" 164 60.1 "5292_164" "Dom" 60.1
"907" "3595_85" "5216" "3595" "3457" "1" 85 60.1 "3457_85" "Dom" 60.1
"908" "3596_104" "5596" "3596" "5292" "0.945" 104 85 "5292_104" "Dom" 85
"909" "3596_104" "5616" "3596" "1877" "0.994" 104 85 "1877_104" "Dom" 85
"910" "3596_112" "5850" "3596" "5249" "1" 112 85 "5249_112" "Dom" 85
"911" "3596_112" "5821" "3596" "5249" "1" 112 85 "5249_112" "Dom" 85
"912" "3596_118" "6036" "3596" "5249" "1" 118 85 "5249_118" "Dom" 85
"913" "3596_142" "6670" "3596" "6200" "0.441" 142 85 "6200_142" "Dom" 85
"914" "3596_87" "5217" "3596" "1579" "0.999" 87 85 "1579_87" "Sub" 85
"915" "3596_90" "5334" "3596" "1722" "0.952" 90 85 "1722_90" "Sub" 85
"916" "3604_104" "5563" "3604" "5118" "0.93" 104 67 "5118_104" "Dom" 67
"917" "3604_104" "5567" "3604" "3454" "1" 104 67 "3454_104" "Dom" 67
"918" "3604_105" "5623" "3604" "1533" "1" 105 67 "1533_105" "Dom" 67
"919" "3604_87" "5205" "3604" "1533" "1" 87 67 "1533_87" "Dom" 67
"920" "3604_90" "5449" "3604" "1533" "1" 90 67 "1533_90" "Dom" 67
"921" "3606_105" "5594" "3606" "3458" "1" 105 68 "3458_105" "Dom" 68
"922" "3606_105" "5656" "3606" "1869" "0.999" 105 68 "1869_105" "Dom" 68
"923" "3606_124" "6064" "3606" "5547" "1" 124 68 "5547_124" "zDead" 68
"924" "3606_87" "5285" "3606" "1394" "1" 87 68 "1394_87" "Sub" 68
"925" "3606_90" "5288" "3606" "1869" "0.971" 90 68 "1869_90" "Dom" 68
"926" "3606_92" "5459" "3606" "1494" "0.999" 92 68 "1494_92" "Dom" 68
"927" "3608_105" "5748" "3608" "5237" "0.999" 105 34.5 "5237_105" "Dom" 34.5
"928" "3608_125" "6233" "3608" "5834" "1" 125 34.5 "5834_125" "Dom" 34.5
"929" "3608_82" "5144" "3608" "1553" "1" 82 34.5 "1553_82" "Dom" 34.5
"930" "3608_87" "5247" "3608" "1553" "1" 87 34.5 "1553_87" "Dom" 34.5
"931" "3608_92" "5524" "3608" "1553" "1" 92 34.5 "1553_92" "Dom" 34.5
"932" "3616_104" "5621" "3616" "2966" "1" 104 135 "2966_104" "Dom" 135
"933" "3616_87" "5209" "3616" "3456" "0.918" 87 126 "3456_87" "Sub" 126
"934" "3641_87" "5261" "3641" "3515" "0.997" 87 86 "3515_87" "Sub" 86
"935" "3650_82" "5174" "3650" NA "0.529" 82 103.1 "NA_82" "Dom" 103.1
"936" "3695_92" "5452" "3695" "1869" "1" 92 101 "1869_92" "Dom" 101
"937" "3698_104" "5560" "3698" "1489" "1" 104 82.1 "1489_104" "Dom" 82.1
"938" "3698_116" "5840" "3698" "1489" "1" 116 82.1 "1489_116" "Dom" 82.1
"939" "3698_125" "6379" "3698" "1489" "1" 125 82.1 "1489_125" "Dom" 82.1
"940" "3698_159" "6674" "3698" "4872" "0.988" 159 82.1 "4872_159" "Dom" 82.1
"941" "3698_75" "4872" "3698" "1489" "1" 75 82.1 "1489_75" "Dom" 82.1
"942" "3698_77" "5132" "3698" "3457" "1" 77 82.1 "3457_77" "Dom" 82.1
"943" "3698_82" "5121" "3698" "1489" "0.996" 82 82.1 "1489_82" "Dom" 82.1
"944" "3698_87" "5242" "3698" "1877" "1" 87 82.1 "1877_87" "Dom" 82.1
"945" "3698_92" "5529" "3698" "4872" "0.978" 92 82.1 "4872_92" "Dom" 82.1
"946" "3699_118" "6066" "3699" "1881" "0.998" 118 112 "1881_118" "Dom" 112
