"TerritoryID","FieldPeriodID","TQ"
55,21,110711.5183
55,22,196942.6667
55,25,53536.39024
55,27,88398.10287
55,28,123259.8155
55,39,72007.43896
55,40,72007.43896
55,41,72007.43896
55,30,20755.06242
55,32,14735.2397645
55,34,8715.417109
55,37,6354.749848
55,75,3994.082587
55,82,8645.276595
55,87,2064.81357
55,92,11537.20658
55,104,33707.4574
55,105,22859.85541
55,116,10762.75658
55,122,16728.04892
55,125,22336.21385
55,142,40915.6145
55,159,14119.96036
55,164,59592.24747
55,167,16000.94213
55,173,13658.83041
56,2,15981.88118
56,3,15981.88118
56,4,15981.88118
56,5,15981.88118
56,6,15981.88118
56,7,15981.88118
56,10,15981.88118
56,12,15981.88118
56,14,32988.944945
56,16,32988.944945
56,17,32988.944945
56,19,32988.944945
56,21,49996.00871
56,22,62180.98729
56,30,20965.48906
56,32,13979.5576725
56,34,6993.626285
56,37,6993.626285
57,2,10128.27648
57,3,10128.27648
57,5,10128.27648
57,6,10128.27648
57,7,10128.27648
57,12,10128.27648
57,17,34704.297535
57,19,34704.297535
57,21,59280.31859
57,22,66324.61566
57,25,47903.26826
57,27,66616.914045
57,28,85330.55983
57,39,58294.84802
57,40,58294.84802
57,41,58294.84802
57,30,31259.13621
57,32,21107.965535
57,37,21107.965535
57,75,10956.79486
57,82,8830.16328
57,87,9113.644418
57,92,11107.13365
57,104,15927.87102
57,105,47704.52886
57,116,10394.52337
57,122,24306.55384
57,125,25759.37858
57,142,36610.50575
57,159,23765.66883
57,164,91843.45246
57,167,15067.12694
57,173,15509.85891
58,40,25963.73194
58,41,25963.73194
58,30,25963.73194
58,32,18350.533505
58,34,18350.533505
58,37,18350.533505
58,75,10737.33507
58,82,7594.929589
58,87,3845.939367
58,92,13280.46971
58,104,14448.74197
58,105,39755.93352
58,116,5055.593858
58,122,14560.68104
58,125,27662.66425
58,142,15086.2278
58,159,2767.089155
58,164,43152.91698
58,167,14080.48922
58,173,7998.250111
59,2,31162.53299
59,3,31162.53299
59,4,31162.53299
59,5,31162.53299
59,6,31162.53299
59,7,31162.53299
59,10,31162.53299
59,12,31162.53299
59,14,206467.163395
59,16,206467.163395
59,17,206467.163395
59,19,206467.163395
59,21,381771.7938
59,22,207956.2214
59,25,126066.7746
59,30,25316.02126
59,32,31968.190105
59,34,38620.35895
59,37,48962.981745
59,75,59305.60454
59,82,13437.59009
59,87,16019.30765
59,92,31706.77186
59,104,6729.137015
59,105,11161.5206
59,116,22293.00353
59,122,8596.431203
59,125,40613.89762
59,142,14399.2574
59,159,17505.23627
59,164,39905.70246
59,167,15353.44527
59,173,28670.97235
60,2,56338.1524
60,3,56338.1524
60,4,56338.1524
60,5,56338.1524
60,6,56338.1524
60,7,56338.1524
60,25,56338.1524
60,27,92923.2307
60,28,129508.309
60,39,76683.32275
60,40,76683.32275
60,41,76683.32275
60,30,23858.3365
60,32,15963.9782835
60,34,8069.620067
60,37,10071.6590435
60,75,12073.69802
60,82,9667.122347
60,87,4446.86077
60,92,10362.64497
60,104,13703.42564
60,105,83122.82914
60,116,13812.64153
60,122,26267.76049
60,125,19249.96334
60,142,37690.45044
60,159,22133.58594
60,164,124141.2248
60,167,15580.78323
60,173,20788.6768
61,2,34870.6732
61,3,34870.6732
61,4,34870.6732
61,5,34870.6732
61,6,34870.6732
61,7,34870.6732
61,10,34870.6732
61,12,34870.6732
61,14,261897.5818
61,16,261897.5818
61,17,261897.5818
61,19,261897.5818
61,21,488924.4904
61,22,167848.4789
61,25,78379.83521
61,27,177791.161805
61,28,277202.4884
61,39,147281.65856
61,40,147281.65856
61,41,147281.65856
61,30,17360.82872
61,32,11798.400584
61,34,6235.972448
61,37,6819.0989305
61,75,7402.225413
61,82,4066.11502
61,87,1675.192032
61,92,13457.96578
61,104,16505.09486
61,105,38488.82223
61,116,8988.627576
61,122,20673.51868
62,4,59399.30612
62,5,59399.30612
62,6,59399.30612
62,7,59399.30612
62,17,59399.30612
62,19,59399.30612
62,21,59399.30612
62,22,275232.3175
62,25,41571.4459
62,27,52519.195175
62,28,63466.94445
62,39,52939.30393
62,40,52939.30393
62,41,52939.30393
62,30,42411.66341
62,32,44923.45591
62,34,47435.24841
62,37,36597.139515
62,75,25759.03062
62,82,15878.69242
62,87,5899.22295
62,92,15746.08961
62,104,24957.17595
62,105,12068.65142
62,116,13499.73118
62,122,18857.14002
62,125,23233.34649
62,142,13348.04683
62,159,26341.00207
62,164,87182.19661
62,167,25238.20257
62,173,22597.28624
63,2,19210.47777
63,3,19210.47777
63,4,19210.47777
63,5,19210.47777
63,6,19210.47777
63,7,19210.47777
63,10,19210.47777
63,12,19210.47777
63,14,45297.33837
63,16,45297.33837
63,17,45297.33837
63,19,45297.33837
63,21,71384.19897
63,22,136778.8554
63,25,35959.3754
63,27,64853.81235
63,28,93748.2493
63,39,54968.46263
63,40,54968.46263
63,41,54968.46263
63,30,16188.67596
63,32,11676.4626575
63,34,7164.249355
63,37,18199.2233975
63,75,29234.19744
63,82,17944.61115
63,87,17822.89079
63,92,13480.03352
63,104,25069.71699
63,105,33555.9305
63,116,5858.904801
63,122,33604.32372
63,125,19724.07274
63,142,25603.914
63,159,15443.20928
63,164,45367.54628
63,167,11140.89485
63,173,10711.1277
64,22,114263.3299
64,25,41988.64864
64,159,8108.432541
64,164,25475.70275
64,167,8147.508336
64,173,7048.617875
65,21,51186.8554
65,22,162370.3383
65,25,34195.08624
65,27,68088.02407
65,28,101980.9619
65,39,101980.9619
66,40,9695.07865
66,41,9695.07865
66,30,9695.07865
66,32,7459.2300065
66,34,5223.381363
66,37,14414.6061765
66,75,23605.83099
66,82,3528.470614
66,87,2994.527701
67,2,13171.06736
67,3,13171.06736
67,4,13171.06736
67,5,13171.06736
67,6,13171.06736
67,7,13171.06736
67,10,13171.06736
67,12,13171.06736
67,14,95693.34268
67,16,95693.34268
67,17,95693.34268
67,19,95693.34268
67,21,178215.618
67,22,817913.7386
67,25,73721.18576
67,27,128341.89978
67,28,182962.6138
67,39,103031.773905
67,40,103031.773905
67,41,103031.773905
67,30,23100.93401
67,32,20504.96425
67,34,17908.99449
67,37,33117.931345
67,75,48326.8682
67,82,42938.52031
67,87,53575.73929
67,92,18659.35332
67,104,21028.65961
67,105,22271.03659
67,116,13686.84034
67,122,43404.96266
67,125,45998.68539
68,19,58784.0367
68,21,58784.0367
68,22,188159.7599
68,25,50348.96948
68,27,78932.81199
68,28,107516.6545
68,39,62057.84746
68,40,62057.84746
68,41,62057.84746
68,30,16599.04042
68,32,15338.8449
68,34,14078.64938
68,37,9307.2082385
68,75,4535.767097
68,82,7085.201169
68,87,3385.604369
68,92,7531.912884
68,104,13248.09287
68,105,20777.7387
68,116,8646.228971
68,122,33074.22594
68,125,13319.46391
68,142,15232.26318
68,159,17559.26084
68,164,56430.94806
68,167,16511.75724
68,173,14859.49881
69,2,77771.09901
69,3,77771.09901
69,4,77771.09901
69,5,77771.09901
69,6,77771.09901
69,7,77771.09901
69,10,77771.09901
69,12,77771.09901
69,14,105527.073555
69,16,105527.073555
69,19,105527.073555
69,21,133283.0481
69,22,34181.15405
69,25,42151.08916
69,27,37524.44131
69,28,32897.79346
69,39,22458.105515
69,40,22458.105515
69,41,22458.105515
69,30,12018.41757
69,32,11123.12365
69,34,10227.82973
69,37,10842.84037
69,75,11457.85101
69,82,19501.66917
69,87,17698.92705
69,92,9466.69573
69,104,14047.40152
69,105,16043.08771
70,2,26849.86888
70,3,26849.86888
70,4,26849.86888
70,5,26849.86888
70,6,26849.86888
70,7,26849.86888
70,10,26849.86888
70,12,26849.86888
70,30,24047.72024
70,32,18037.477665
70,34,12027.23509
70,37,13882.199695
70,75,15737.1643
70,82,18729.08457
70,87,43078.57583
70,92,31601.5753
70,104,30174.05741
70,105,76774.75223
70,116,11745.30004
70,122,51733.79767
70,125,8423.362889
70,142,35749.9149
70,159,13807.19834
70,164,43496.8956
70,167,22774.18454
70,173,18737.18176
71,2,102004.5684
71,3,102004.5684
71,4,102004.5684
71,5,102004.5684
71,6,102004.5684
71,7,102004.5684
71,10,102004.5684
71,12,102004.5684
71,14,152472.53235
71,16,152472.53235
71,17,152472.53235
71,19,152472.53235
71,21,202940.4963
71,22,38302.41454
71,25,17011.06035
71,27,15350.303915
71,28,13689.54748
71,39,14134.33412
71,40,14134.33412
71,41,14134.33412
71,30,14579.12076
71,32,9368.6320115
71,34,4158.143263
71,37,7135.5300115
71,75,10112.91676
71,82,3895.021193
71,87,26454.47061
71,92,14819.71417
71,104,19981.03607
71,105,47765.0493
71,116,9081.806991
71,122,59024.86521
71,125,8270.837904
71,142,11191.36651
71,159,18305.98779
71,164,16628.267
71,167,17438.83791
71,173,32994.57859
72,22,54565.39156
72,25,35468.60813
72,27,31795.5681
72,28,28122.52807
72,39,26349.357485
72,40,26349.357485
72,41,26349.357485
72,30,24576.1869
72,32,17517.99949
72,34,10459.81208
72,37,10982.48068
72,75,11505.14928
72,82,6704.661563
72,87,24303.99354
72,92,27797.48336
72,104,33659.05906
72,105,50296.60333
72,116,9250.801486
72,122,30739.48479
72,125,6335.896002
72,142,26737.92274
72,159,7843.32638
72,164,39351.163
72,167,9854.436069
72,173,20756.1056
73,3,25025.17974
73,4,25025.17974
73,5,25025.17974
73,6,25025.17974
73,7,25025.17974
73,10,25025.17974
73,12,25025.17974
73,14,25090.86159
73,16,25090.86159
73,17,25090.86159
73,19,25090.86159
73,21,25156.54344
73,22,36774.26269
73,25,33907.18656
73,27,73494.87598
73,28,113082.5654
73,39,113082.5654
74,19,28239.03739
74,21,28239.03739
74,22,41923.36915
74,25,36543.6561
74,27,57029.52951
74,28,77515.40292
74,39,70079.40573
74,40,70079.40573
74,41,70079.40573
74,30,62643.40854
74,32,41016.345215
74,34,19389.28189
74,37,17390.86492
74,75,15392.44795
74,82,4620.989419
74,87,10402.49847
74,92,12225.16424
74,104,13877.69602
74,105,22506.73411
75,40,25333.78405
75,41,25333.78405
75,30,25333.78405
75,32,27534.327015
75,34,29734.86998
75,37,23905.993685
75,75,18077.11739
75,82,4780.143159
75,87,11007.89358
75,92,12107.66849
75,104,11237.16527
75,105,18798.89422
75,116,6475.511094
75,122,15690.77062
75,125,6564.146311
75,142,53569.78776
75,159,50569.31354
75,164,49923.83327
75,167,14017.36236
75,173,14017.36236
76,2,16541.48229
76,5,16541.48229
76,6,16541.48229
76,7,16541.48229
76,10,16541.48229
76,12,16541.48229
76,17,47039.908135
76,19,47039.908135
76,21,77538.33398
76,22,83665.99738
76,25,66603.86751
76,27,98220.578005
76,28,129837.2885
76,39,87312.293135
76,40,87312.293135
76,41,87312.293135
76,30,44787.29777
76,32,31974.872965
76,34,19162.44816
76,37,14342.8563845
76,75,9523.264609
76,82,5119.42545
76,87,11269.45079
76,92,22274.39472
77,22,77206.89794
77,25,88920.55132
77,27,173824.21681
77,28,258727.8823
77,39,153891.11475
77,40,153891.11475
77,41,153891.11475
77,30,49054.3472
77,32,38949.26851
77,34,28844.18982
77,37,19135.4163435
77,75,9426.642867
77,82,17358.30983
77,87,8546.223577
77,92,56126.3765
77,104,19768.05098
77,105,48400.87083
77,116,24859.43811
77,122,13995.01421
77,125,10972.31152
77,142,67742.42737
77,159,95827.04708
77,164,42308.6267
77,167,18965.57448
77,173,18965.57448
78,28,71538.62445
79,5,8781.016228
79,6,8781.016228
79,7,8781.016228
79,10,8781.016228
79,12,8781.016228
79,27,8768.9974925
79,28,8756.978757
79,39,8569.633983
79,40,8569.633983
79,41,8569.633983
79,30,8382.289209
79,32,10957.2558395
79,34,13532.22247
79,37,12398.88887
79,75,11265.55527
79,82,6164.381633
79,87,10733.92688
79,92,13584.19626
79,104,17114.32477
79,105,77901.164
79,116,13630.83657
79,122,17470.71635
79,125,13363.89641
79,142,11639.95313
79,159,12361.67242
79,164,21971.06339
79,167,5937.587283
80,17,37796.52209
80,19,37796.52209
80,21,37796.52209
80,22,44191.86737
80,25,23932.68162
80,27,32376.54866
80,28,40820.4157
80,39,26794.99492
80,40,26794.99492
80,41,26794.99492
80,30,12769.57414
80,32,9267.7378775
80,34,5765.901615
80,37,5471.2003715
80,75,5176.499128
80,82,4701.242172
80,87,7819.399016
80,105,8393.613016
80,116,8967.827016
80,122,14764.08824
80,125,10442.64663
80,142,19299.58792
81,2,31483.97055
81,3,31483.97055
81,4,31483.97055
81,5,31483.97055
81,6,31483.97055
81,7,31483.97055
81,10,31483.97055
81,12,31483.97055
81,16,40201.74228
81,19,40201.74228
81,21,48919.51401
81,22,199427.3847
81,25,102697.6702
81,27,63041.50841
81,28,23385.34662
81,39,14422.8457645
81,40,14422.8457645
81,41,14422.8457645
81,30,5460.344909
81,32,8406.5004645
81,34,11352.65602
81,37,15602.334345
81,75,19852.01267
81,82,2205.378195
81,87,7104.454602
81,92,12991.99401
81,104,22904.054
81,105,25140.85682
81,116,9612.394113
81,122,51226.0559
81,125,9983.65876
81,142,18020.67712
81,159,10156.71251
81,164,93007.62458
81,167,5449.21208
81,173,14638.49797
82,5,7888.537789
82,6,7888.537789
82,7,7888.537789
82,10,7888.537789
82,12,7888.537789
82,25,42535.55194
82,27,30166.51996
82,28,17797.48798
82,39,13542.344852
82,40,13542.344852
82,41,13542.344852
82,30,9287.201724
82,32,19897.702812
82,34,30508.2039
82,37,35379.254535
82,75,40250.30517
82,82,6690.221542
82,87,17274.87658
82,92,19946.39866
82,104,27657.75042
82,105,72025.69068
82,116,10566.76084
82,122,47293.1605
82,125,18629.67161
82,142,21033.48931
82,159,10980.06663
82,164,79639.21669
82,167,8649.526266
82,173,18889.67406
83,5,8523.205865
83,6,8523.205865
83,7,8523.205865
83,10,8523.205865
83,12,8523.205865
83,17,22775.5426775
83,19,22775.5426775
83,21,37027.87949
83,22,77428.75003
83,25,47464.99086
83,27,32823.54986
83,28,18182.10886
83,39,12943.8375105
83,40,12943.8375105
83,41,12943.8375105
83,30,7705.566161
83,32,12101.3222255
83,34,16497.07829
83,37,17771.349765
83,75,19045.62124
83,82,4454.387049
83,87,9588.849475
83,92,17698.96213
83,104,24896.5355
83,105,43888.0765
83,116,9797.918884
83,122,28161.27344
83,125,8793.762578
83,142,15437.5644
83,159,7646.255747
83,164,74000.12913
83,167,4409.177479
83,173,12617.37433
84,5,9852.953419
84,6,9852.953419
84,7,9852.953419
84,10,9852.953419
84,12,9852.953419
84,19,22814.6548145
84,21,35776.35621
84,22,139976.2676
84,25,28565.5092
84,27,20696.99488
84,28,12828.48056
84,39,12828.48056
84,40,12828.48056
85,40,5592.282836
85,41,5592.282836
85,30,5592.282836
85,32,8691.394273
85,34,11790.50571
85,37,10872.3694225
85,75,9954.233135
85,82,2251.274677
85,87,5596.772035
85,92,7939.735444
85,104,7328.466712
85,105,13670.51203
85,116,6384.481023
85,122,5321.860114
85,125,5455.605418
85,142,18966.45744
85,159,16824.13021
85,164,61245.8703
85,167,8887.824048
85,173,37259.85739
86,2,8758.359233
86,3,8758.359233
86,4,8758.359233
86,5,8758.359233
86,6,8758.359233
86,7,8758.359233
86,10,8758.359233
86,12,8758.359233
86,14,28369.4677515
86,16,28369.4677515
86,17,28369.4677515
86,19,28369.4677515
86,21,47980.57627
86,22,149449.882
86,25,65814.56691
86,27,56769.04006
86,28,47723.51321
86,39,24859.202727
86,40,24859.202727
86,41,24859.202727
86,30,1994.892244
86,32,5479.887536
86,34,8964.882828
86,37,6393.8987005
86,75,3822.914573
86,82,2904.123379
86,87,4735.097159
86,92,1533.869347
86,104,2990.212643
86,105,13252.42718
86,116,14232.40159
86,122,6454.627571
86,125,5344.171896
86,142,52406.46067
86,159,27740.73357
86,164,10984.71578
86,167,2099.71005
86,173,68212.72095
87,2,3398.17036
87,3,3398.17036
87,4,3398.17036
87,5,3398.17036
87,6,3398.17036
87,7,3398.17036
87,10,3398.17036
87,12,3398.17036
87,16,30975.86708
87,17,30975.86708
87,19,30975.86708
87,21,58553.5638
87,22,44293.96529
87,27,74071.309245
87,28,103848.6532
87,39,61129.09901
87,40,61129.09901
87,41,61129.09901
87,30,18409.54482
87,32,12623.459902
87,34,6837.374984
87,37,11752.553657
87,75,16667.73233
87,82,5809.956208
87,87,11831.86211
87,92,18165.74113
87,104,8213.10178
87,105,25619.19926
87,116,3722.718555
87,122,3722.718555
88,22,96641.10701
88,25,73902.43763
88,27,59632.15395
88,28,45361.87027
88,39,24843.6270385
88,40,24843.6270385
88,41,24843.6270385
88,30,4325.383807
88,32,6898.0538885
88,34,9470.72397
88,37,9540.1494225
88,75,9609.574875
88,82,4458.321304
88,87,7161.590574
88,92,11750.32717
88,104,10519.59693
88,105,26521.61257
88,116,8151.580193
88,122,21891.56821
88,125,3757.053404
88,142,15914.66792
89,2,15206.82532
89,3,15206.82532
89,4,15206.82532
89,5,15206.82532
89,6,15206.82532
89,7,15206.82532
89,10,15206.82532
89,12,15206.82532
89,14,58315.69131
89,16,58315.69131
89,17,58315.69131
89,19,58315.69131
89,21,101424.5573
89,22,72541.18661
89,25,46551.10961
89,27,183795.918605
89,28,321040.7276
89,39,321040.7276
89,40,321040.7276
89,41,321040.7276
90,21,31657.78165
90,22,22074.61042
90,25,32267.49459
90,27,88925.291445
90,28,145583.0883
90,39,82708.122135
90,40,82708.122135
90,41,82708.122135
90,30,19833.15597
90,32,13037.868275
90,34,6242.58058
90,37,11840.91629
90,75,17439.252
90,82,11305.90905
90,87,19134.77121
90,92,17112.69477
90,104,11017.20092
90,105,38520.51158
90,116,8625.845981
90,122,13469.32012
90,125,19580.25504
90,142,9222.518248
90,159,20709.7276
90,164,66247.97448
90,167,10221.77942
90,173,32583.50456
91,3,10996.49461
91,4,10996.49461
91,5,10996.49461
91,40,10996.49461
91,41,10996.49461
91,30,10996.49461
91,32,10996.49461
91,34,10996.49461
92,2,6906.771429
92,3,6906.771429
92,4,6906.771429
92,5,6906.771429
92,6,6906.771429
92,7,6906.771429
92,10,6906.771429
92,12,6906.771429
92,16,29996.8376845
92,19,29996.8376845
92,21,53086.90394
92,22,22870.61233
92,25,21268.75962
92,27,82546.02576
92,28,143823.2919
92,39,80037.50052
92,40,80037.50052
92,41,80037.50052
92,30,16251.70914
92,32,11869.8486615
92,34,7487.988183
92,37,11401.8552115
92,75,15315.72224
92,82,6607.530889
92,87,14217.33911
92,92,16543.44524
92,104,6514.018959
92,105,34145.79564
92,116,5353.991139
92,122,12893.47017
92,125,20638.33844
92,142,11061.59031
93,30,8576.16053
93,32,5596.6598265
93,34,2617.159123
93,37,7288.1521215
93,75,11959.14512
93,82,3581.890429
94,2,123223.3839
94,3,123223.3839
94,4,123223.3839
94,5,123223.3839
94,6,123223.3839
94,7,123223.3839
94,19,123223.3839
94,21,123223.3839
94,22,74119.00159
94,25,61228.44839
94,27,173802.057345
94,28,286375.6663
94,39,155763.104135
94,40,155763.104135
94,41,155763.104135
94,30,25150.54197
94,32,19116.33591
94,34,13082.12985
94,37,12945.597615
94,75,12809.06538
94,82,16409.10079
94,87,27920.60553
94,92,21482.73838
94,104,22802.64074
94,105,48725.62674
94,116,24998.57719
94,122,27849.38211
94,125,35771.70504
94,142,16110.96514
94,159,15188.50244
94,164,77431.92731
94,167,15549.86547
94,173,17412.44584
95,2,9823.460332
95,3,9823.460332
95,4,9823.460332
95,5,9823.460332
95,6,9823.460332
95,7,9823.460332
95,10,9823.460332
95,12,9823.460332
95,16,72775.164666
95,17,72775.164666
95,19,72775.164666
95,21,135726.869
95,22,46905.64233
95,25,24165.95457
95,27,85063.245435
95,28,145960.5363
95,39,81896.701165
95,40,81896.701165
95,41,81896.701165
95,30,17832.86603
95,32,11703.2776025
95,34,5573.689175
95,37,13072.2960425
95,75,20570.90291
95,82,5299.891276
95,87,16802.35154
95,92,16927.42483
95,104,13304.3878
95,105,42237.71861
95,116,22369.82378
95,122,2622.700641
95,125,38946.47823
95,142,11246.61813
95,159,26266.29931
95,164,57150.33585
95,167,12566.70672
95,173,45657.07931
96,2,14904.97586
96,3,14904.97586
96,4,14904.97586
96,5,14904.97586
96,6,14904.97586
96,7,14904.97586
96,10,14904.97586
96,12,14904.97586
96,14,14153.531655
96,16,14153.531655
96,30,13402.08745
96,32,12665.90566
96,34,11929.72387
96,37,10649.9907435
96,75,9370.257617
96,82,8906.9186
96,87,9228.830225
96,92,13465.10605
96,104,10020.84222
96,105,32209.55138
96,116,5383.18672
96,122,6184.560487
96,125,24562.1057
96,142,5895.99015
96,159,9560.072931
96,164,69151.12283
96,167,10233.73368
96,173,33779.96033
97,12,NA
97,14,NA
97,16,NA
98,5,1530.404536
98,7,1530.404536
98,10,1530.404536
98,25,1530.404536
98,39,16893.938638
98,40,16893.938638
98,41,16893.938638
98,30,32257.47274
98,32,21172.83614
98,34,10088.19954
98,37,12128.917985
98,75,14169.63643
98,82,6948.997682
98,87,5946.114001
98,92,16335.66031
98,104,20811.11187
98,105,35216.96482
98,116,23731.35842
98,122,12391.78473
98,125,21192.0976
98,142,22412.62732
98,159,27616.42936
98,164,32372.23763
98,167,4431.286857
98,173,36252.70257
99,2,3989.756348
99,3,3989.756348
99,4,3989.756348
99,5,3989.756348
99,6,3989.756348
99,7,3989.756348
99,10,3989.756348
99,12,3989.756348
99,16,12026.126299
99,17,12026.126299
99,19,12026.126299
99,21,20062.49625
99,22,32266.64503
99,25,30837.23267
99,27,69919.290835
99,28,109001.349
99,39,66188.75029
99,40,66188.75029
99,41,66188.75029
99,30,23376.15158
99,32,17906.854875
99,34,12437.55817
99,37,12419.47616
99,75,12401.39415
99,82,8016.167261
99,87,4613.668342
99,92,7326.35166
99,104,16624.43502
99,105,4089.407035
99,116,2411.283585
99,122,14506.3662
99,125,8943.50176
99,142,11460.41221
99,159,16421.50834
99,164,39987.98282
99,167,7201.899331
99,173,35948.07176
100,4,4962.155991
100,5,4962.155991
100,6,4962.155991
100,7,4962.155991
100,10,4962.155991
100,12,4962.155991
100,25,48268.64068
100,27,89123.01759
100,28,129977.3945
100,39,76946.369765
100,40,76946.369765
100,41,76946.369765
100,30,23915.34503
100,32,16667.12574
100,34,9418.90645
100,37,8679.842672
100,75,7940.778894
100,82,5015.581011
100,87,6093.822529
100,92,16704.34171
100,104,24867.94354
100,105,11847.20943
100,116,7317.731704
100,122,16353.04989
100,125,7815.74747
100,142,24080.30353
100,159,3030.360539
100,164,41968.89098
100,167,4398.148489
100,173,24415.29252
101,3,29818.76789
101,4,29818.76789
101,5,29818.76789
101,6,29818.76789
101,7,29818.76789
101,16,29818.76789
101,21,29818.76789
101,22,33716.24742
101,25,65984.44039
101,27,118935.666395
101,28,171886.8924
101,39,91475.20536
101,40,91475.20536
101,41,91475.20536
101,30,11063.51832
101,32,12386.606055
101,34,13709.69379
101,37,9709.686091
101,75,5709.678392
101,82,6062.048684
101,87,3860.157573
101,92,14933.08945
101,104,17869.59165
101,105,9671.959799
101,116,8160.71608
101,122,13229.1856
101,125,29969.25809
101,142,21021.68263
101,159,17464.44687
101,164,24594.97487
101,167,2545.10759
101,173,12690.7135
102,2,10120.06359
102,3,10120.06359
102,4,10120.06359
102,5,10120.06359
102,6,10120.06359
102,7,10120.06359
102,10,10120.06359
102,12,10120.06359
102,14,19602.45043
102,16,19602.45043
102,17,19602.45043
102,19,19602.45043
102,21,29084.83727
102,22,39811.14551
103,2,14742.57596
103,3,14742.57596
103,4,14742.57596
103,5,14742.57596
103,6,14742.57596
103,7,14742.57596
103,10,14742.57596
103,12,14742.57596
103,14,18952.876725
103,16,18952.876725
103,17,18952.876725
103,19,18952.876725
103,21,23163.17749
103,22,21837.55852
104,2,17367.65443
104,3,17367.65443
104,4,17367.65443
104,5,17367.65443
104,6,17367.65443
104,7,17367.65443
104,10,17367.65443
104,12,17367.65443
104,16,17967.092205
104,17,17967.092205
104,19,17967.092205
104,21,18566.52998
104,22,22606.85602
104,40,22606.85602
105,2,12053.97767
105,3,12053.97767
105,4,12053.97767
105,5,12053.97767
105,6,12053.97767
105,7,12053.97767
105,10,12053.97767
105,12,12053.97767
105,16,18679.12251
105,19,18679.12251
105,21,25304.26735
105,22,20345.75757
105,25,35929.90937
105,27,67162.27989
105,28,98394.65041
105,39,58782.938195
105,40,58782.938195
105,41,58782.938195
105,30,19171.22598
105,32,15604.24131
105,34,12037.25664
105,37,10360.630732
105,75,8684.004824
105,82,15924.65033
105,87,8409.995288
105,92,9178.693467
105,104,29545.51097
105,105,25002.58977
105,116,15926.58737
105,122,0
105,142,10435.17409
105,159,10889.60804
105,164,52524.30913
105,167,5055.17833
105,173,41798.34799
106,2,15323.9048
106,3,15323.9048
106,4,15323.9048
106,5,15323.9048
106,6,15323.9048
106,7,15323.9048
106,10,15323.9048
106,12,15323.9048
106,16,13560.768535
106,17,13560.768535
106,19,13560.768535
106,21,11797.63227
106,22,26721.02397
106,40,26721.02397
107,17,NA
107,19,NA
108,2,71569.27224
108,3,71569.27224
108,4,71569.27224
108,5,71569.27224
108,6,71569.27224
108,7,71569.27224
108,10,71569.27224
108,12,71569.27224
108,14,159697.29757
108,16,159697.29757
108,17,159697.29757
108,19,159697.29757
108,21,247825.3229
108,22,410781.3796
108,25,193701.1628
108,27,175511.64385
108,28,157322.1249
108,39,89047.261145
108,40,89047.261145
108,41,89047.261145
108,30,20772.39739
108,32,20342.20646
108,34,19912.01553
108,37,15863.8148
108,75,11815.61407
108,82,16868.22962
108,87,24507.43789
109,2,77442.56341
109,3,77442.56341
109,4,77442.56341
109,5,77442.56341
109,6,77442.56341
109,7,77442.56341
109,10,77442.56341
109,12,77442.56341
109,14,108069.524105
109,16,108069.524105
109,17,108069.524105
109,19,108069.524105
109,21,138696.4848
109,22,243735.2045
109,25,70440.09945
109,27,65184.431735
109,28,59928.76402
109,39,32193.1863215
109,40,32193.1863215
109,41,32193.1863215
109,30,4457.608623
109,32,6537.3381305
109,34,8617.067638
109,37,7495.0913365
109,75,6373.115035
109,82,6740.32112
109,87,8315.581554
109,92,9925.519358
109,104,10870.87289
109,105,61737.39929
109,116,18052.58652
109,122,19490.71786
109,125,12414.10583
109,142,12186.66716
109,159,13216.69108
109,164,58946.52706
109,167,7973.932746
109,173,24373.9167
110,2,58279.86094
110,3,58279.86094
110,4,58279.86094
110,5,58279.86094
110,6,58279.86094
110,7,58279.86094
110,10,58279.86094
110,12,58279.86094
110,14,81741.54797
110,16,81741.54797
110,17,81741.54797
110,19,81741.54797
110,21,105203.235
110,22,183267.3342
110,25,100090.2818
110,27,96363.414935
110,28,92636.54807
110,39,59151.931055
110,40,59151.931055
110,41,59151.931055
110,30,25667.31404
110,32,23733.020045
110,34,21798.72605
110,37,19687.872605
110,75,17577.01916
110,82,18127.17847
110,87,26537.97426
110,92,25212.76567
110,104,24551.35035
110,105,96326.0932
110,116,25060.20576
110,122,20661.88892
110,125,25417.38759
110,142,22389.16631
110,159,32575.53266
110,164,61351.93977
110,167,9003.99549
110,173,22814.56049
111,40,18386.97013
111,41,18386.97013
111,30,18386.97013
111,32,14976.49164
111,34,11566.01315
111,37,9072.7490555
111,75,6579.484961
111,82,6678.86197
111,87,10197.04766
111,92,11114.49192
111,104,12383.41906
111,105,73384.71467
111,116,17536.01023
111,122,16720.87815
111,125,7616.904897
111,142,16565.28148
111,159,31744.88306
111,164,38581.74631
111,167,5356.773338
111,173,11802.07185
112,2,43561.23931
112,3,43561.23931
112,4,43561.23931
112,5,43561.23931
112,6,43561.23931
112,7,43561.23931
112,10,43561.23931
112,12,43561.23931
112,14,61401.02906
112,16,61401.02906
112,17,61401.02906
112,19,61401.02906
112,21,79240.81881
112,22,123243.5014
112,25,78328.79618
112,27,63474.146305
112,28,48619.49643
112,39,31531.113345
112,40,31531.113345
112,41,31531.113345
112,30,14442.73026
112,32,19736.23336
112,34,25029.73646
112,37,15729.3994275
112,75,6429.062395
112,82,5555.595737
