FieldPeriodID,TerritoryID,BirdID,Status,Island
39,155,3276,FL,CN
39,155,639,BrF,CN
39,155,1028,BrM,CN
39,157,3275,OFL,CN
39,157,666,BrF,CN
39,157,1425,BrM,CN
39,159,544,BrM,CN
39,159,1517,BrF,CN
39,159,1532,ABX,CN
39,159,0,SEEN1,CN
39,160,563,BrF,CN
39,160,1430,BrM,CN
39,165,3274,ABX,CN
39,165,3273,ABX,CN
39,165,1043,BrF,CN
39,165,1569,BrM,CN
39,166,1177,BrF,CN
39,166,1395,BrM,CN
39,166,1535,ABX,CN
39,168,1271,BrF,CN
39,168,1272,ABX,CN
39,168,1416,BrM,CN
39,168,1595,OFL,CN
39,169,1154,BrM,CN
39,169,1155,BrF,CN
39,169,1436,ABX,CN
39,169,1498,SEEN1,CN
39,171,524,BrF,CN
39,171,634,BrM,CN
39,171,1234,ABX,CN
39,171,1600,CH,CN
39,173,506,BrM,CN
39,173,601,BrF,CN
39,-3,1488,FLOAT,CN
39,-3,1504,FLOAT,CN
39,-3,1511,FLOAT,CN
39,-3,1593,FLOAT,CN
22,1,1033,H,CN
22,1,912,BrF,CN
22,1,922,BrM,CN
22,1,1151,SEEN1,CN
22,1,1163,SEEN2,CN
22,1,6074,FL,CN
22,1,498,SEEN1,CN
22,2,927,BrF,CN
22,2,501,BrM,CN
22,3,925,BrF,CN
22,3,837,BrM,CN
22,5,504,BrF,CN
22,5,44,BrM,CN
22,5,3419,FL,CN
22,8,596,BrF,CN
22,8,497,BrM,CN
22,8,1187,SEEN1,CN
22,8,550,SEEN1,CN
22,8,943,SEEN1,CN
22,9,595,BrF,CN
22,9,495,BrM,CN
22,9,931,SEEN1,CN
22,12,833,BrF,CN
22,12,200,BrM,CN
22,13,867,ABX,CN
22,13,823,BrF,CN
22,13,562,BrM,CN
22,14,930,H,CN
22,14,1219,H,CN
22,14,458,BrF,CN
22,14,499,BrM,CN
22,14,1210,FL,CN
22,14,1209,FL,CN
22,14,1042,SEEN1,CN
22,15,859,BrF,CN
22,15,929,BrM,CN
22,16,457,BrF,CN
22,16,868,BrM,CN
22,20,840,BrF,CN
22,20,597,BrM,CN
22,20,1186,SEEN1,CN
22,22,172,BrF,CN
22,22,1861,BrM,CN
22,23,3425,BrF,CN
22,23,1020,BrM,CN
22,24,1224,OFL,CN
22,24,3424,BrF,CN
22,24,1167,BrM,CN
22,24,1161,SEEN1,CN
22,24,911,SEEN2,CN
22,24,172,SEEN2,CN
22,25,502,BrF,CN
22,25,215,BrM,CN
22,25,3423,FL,CN
22,26,924,BrF,CN
22,26,220,BrM,CN
22,27,1235,BrF,CN
22,27,1039,BrM,CN
22,28,169,BrF,CN
22,28,890,BrM,CN
22,30,3422,BrF,CN
22,30,507,BrM,CN
22,30,1221,FL,CN
22,32,825,BrF,CN
22,32,672,BrM,CN
22,33,1214,OFL,CN
22,33,503,BrF,CN
22,33,470,BrM,CN
22,33,1045,SEEN1,CN
22,35,3421,ABX,CN
22,35,1151,BrM,CN
22,35,444,BrF,CN
22,38,441,BrF,CN
22,38,1165,BrM,CN
22,38,1042,SEEN1,CN
22,40,500,BrF,CN
22,40,1162,ABX,CN
22,40,3420,ABX,CN
22,40,494,BrM,CN
22,40,1164,SEEN1,CN
22,40,1151,SEEN2,CN
22,42,199,BrF,CN
22,42,794,AB,CN
22,42,442,H,CN
22,42,609,BrM,CN
22,42,1152,FL,CN
22,42,-1,SEEN1,CN
22,43,3134,BrF,CN
22,43,1029,BrM,CN
22,45,1156,ABX,CN
22,45,454,BrF,CN
22,45,221,BrM,CN
22,45,3418,FL,CN
22,47,3417,H,CN
22,47,604,BrF,CN
22,47,921,BrM,CN
22,47,1186,SEEN1,CN
22,48,826,H,CN
22,48,455,BrF,CN
22,48,1212,BrM,CN
22,48,1213,FL,CN
22,49,3416,ABX,CN
22,49,511,BrF,CN
22,49,3415,BrM,CN
22,51,828,ABX,CN
22,51,466,BrF,CN
22,51,51,BrM,CN
22,52,449,BrF,CN
22,52,1157,BrM,CN
22,52,888,SEEN1,CN
22,53,932,H,CN
22,53,1216,OFL,CN
22,53,308,BrF,CN
22,53,216,BrM,CN
22,54,447,BrF,CN
22,54,1203,BrM,CN
22,55,459,ABX,CN
22,55,1030,ABX,CN
22,55,462,BrF,CN
22,55,947,BrM,CN
22,56,207,BrF,CN
22,56,65,BrM,CN
22,56,1059,SEEN1,CN
22,57,949,BrF,CN
22,57,557,BrM,CN
22,59,608,ABX,CN
22,59,163,ABX,CN
22,59,3414,ABX,CN
22,59,850,BrF,CN
22,59,510,BrM,CN
22,59,1130,SEEN2,CN
22,61,78,BrF,CN
22,61,555,BrM,CN
22,62,607,ABX,CN
22,62,1202,ABX,CN
22,62,469,BrF,CN
22,62,606,BrM,CN
22,62,1230,FL,CN
22,63,1032,H,CN
22,63,827,BrF,CN
22,63,176,BrM,CN
22,64,848,BrF,CN
22,64,3413,BrM,CN
22,65,869,BrF,CN
22,65,453,BrM,CN
22,67,561,BrF,CN
22,67,467,BrM,CN
22,68,1200,ABX,CN
22,68,1188,ABX,CN
22,68,878,BrF,CN
22,68,879,BrM,CN
22,69,3412,U,CN
22,69,1193,BrF,CN
22,69,1178,BrM,CN
22,69,541,SEEN1,CN
22,71,171,BrF,CN
22,71,877,BrM,CN
22,72,1036,TBRF,CN
22,72,1186,BrF,CN
22,72,1184,BrM,CN
22,73,880,BrF,CN
22,73,436,BrM,CN
22,74,1062,ABX,CN
22,74,835,BrF,CN
22,74,860,BrM,CN
22,76,1061,H,CN
22,76,628,BrF,CN
22,76,1037,BrM,CN
22,76,1215,XF,CN
22,76,1161,SEEN1,CN
22,77,1019,H,CN
22,77,1158,BrF,CN
22,77,1159,BrM,CN
22,80,1197,ABX,CN
22,80,1173,BrF,CN
22,80,1041,BrM,CN
22,80,523,SEEN1,CN
22,81,1047,ABX,CN
22,81,853,BrF,CN
22,81,865,BrM,CN
22,83,832,BrF,CN
22,83,523,BrM,CN
22,84,863,AB,CN
22,84,450,BrF,CN
22,84,629,BrM,CN
22,86,522,BrF,CN
22,86,1174,BrM,CN
22,87,479,BrF,CN
22,87,866,BrM,CN
22,88,951,BrF,CN
22,88,1196,BrM,CN
22,89,474,H,CN
22,89,168,BrF,CN
22,89,884,BrM,CN
22,89,1234,FL,CN
22,89,1031,SEEN1,CN
22,90,862,BrF,CN
22,90,632,BrM,CN
22,90,1243,SEEN1,CN
22,92,1063,ABX,CN
22,92,857,BrM,CN
22,94,1195,H,CN
22,94,855,BrF,CN
22,94,854,BrM,CN
22,95,858,BrF,CN
22,95,856,BrM,CN
22,99,640,BrF,CN
22,99,525,BrM,CN
22,101,3411,BrF,CN
22,101,849,BrM,CN
22,102,635,BrF,CN
22,102,636,BrM,CN
22,102,1225,SEEN1,CN
22,103,528,ABX,CN
22,103,64,BrF,CN
22,103,178,BrM,CN
22,104,641,H,CN
22,104,1175,H,CN
22,104,3410,ABX,CN
22,104,530,BrF,CN
22,104,637,BrM,CN
22,104,1051,SEEN1,CN
22,105,670,BrF,CN
22,105,1211,BrM,CN
22,105,679,SEEN1,CN
22,106,1206,BrF,CN
22,106,1176,BrM,CN
22,108,1022,BrF,CN
22,108,1166,BrM,CN
22,109,914,BrF,CN
22,109,1040,BrM,CN
22,109,1061,SEEN1,CN
22,110,1017,BrF,CN
22,110,1018,BrM,CN
22,110,3409,FL,CN
22,112,1160,BrF,CN
22,112,836,BrM,CN
22,112,1047,SEEN1,CN
22,115,297,H,CN
22,115,329,BrF,CN
22,115,1862,BrM,CN
22,115,1151,SEEN1,CN
22,115,1179,FL,CN
22,115,1045,SEEN1,CN
22,116,1217,ABX,CN
22,116,776,BrM,CN
22,116,525,SEEN1,CN
22,117,774,BrF,CN
22,117,1198,BrM,CN
22,118,1190,BrF,CN
22,118,1191,BrM,CN
22,118,1193,SEEN1,CN
22,119,1205,ABX,CN
22,119,1192,BrF,CN
22,120,1240,BrF,CN
22,120,1242,BrM,CN
22,121,3408,BrF,CN
22,121,1189,BrM,CN
22,123,508,BrF,CN
22,123,602,BrM,CN
22,124,3407,BrF,CN
22,124,873,BrM,CN
22,125,3406,H,CN
22,125,638,BrF,CN
22,125,633,BrM,CN
22,125,1204,SEEN1,CN
22,125,1199,SEEN1,CN
22,126,476,ABX,CN
22,126,3405,ABX,CN
22,126,919,BrF,CN
22,126,477,BrM,CN
22,127,1024,BrF,CN
22,127,676,BrM,CN
22,129,675,BrF,CN
22,129,846,BrM,CN
22,130,663,BrF,CN
22,130,549,BrM,CN
22,132,1182,BrF,CN
22,132,851,BrM,CN
22,132,1181,FL,CN
22,134,1201,ABX,CN
22,134,543,BrF,CN
22,134,540,BrM,CN
22,135,915,BrF,CN
22,135,941,BrM,CN
22,135,1170,FL,CN
22,137,845,BrF,CN
22,137,674,BrM,CN
22,137,1208,FL,CN
22,137,528,SEEN1,CN
22,138,472,BrF,CN
22,138,847,BrM,CN
22,139,1172,BrF,CN
22,139,1171,BrM,CN
22,141,938,H,CN
22,141,1180,ABX,CN
22,141,1168,ABX,CN
22,141,677,BrF,CN
22,141,550,BrM,CN
22,141,1051,SEEN1,CN
22,144,665,BrF,CN
22,144,208,BrM,CN
22,144,542,SEEN1,CN
22,147,844,BrF,CN
22,147,668,BrM,CN
22,147,3404,FL,CN
22,155,554,BrF,CN
22,155,1028,BrM,CN
22,155,1151,SEEN1,CN
22,157,666,BrF,CN
22,157,916,BrM,CN
22,157,634,SEEN1,CN
22,159,1218,AB,CN
22,159,3432,BrF,CN
22,159,544,BrM,CN
22,160,563,BrF,CN
22,160,545,BrM,CN
22,162,3431,ABX,CN
22,162,3430,BrF,CN
22,162,1169,BrM,CN
22,164,627,BrF,CN
22,164,509,BrM,CN
22,165,3429,H,CN
22,165,1043,BrF,CN
22,165,559,BrM,CN
22,166,1177,BrF,CN
22,166,3428,BrM,CN
22,166,1185,SEEN1,CN
22,167,942,BrF,CN
22,167,1183,BrM,CN
22,168,1194,ABX,CN
22,168,3427,BrF,CN
22,168,605,BrM,CN
22,168,1185,SEEN1,CN
22,168,1151,SEEN1,CN
22,169,1155,BrF,CN
22,169,1154,BrM,CN
22,169,1153,ABX,CN
22,171,524,BrF,CN
22,171,634,BrM,CN
22,171,1231,XF,CN
22,171,1042,SEEN1,CN
22,172,3426,BrF,CN
22,172,331,BrM,CN
22,173,601,BrF,CN
22,173,506,BrM,CN
22,-3,1060,FLOAT,CN
22,-3,558,FLOAT,CN
22,-3,-1,SEEN1,CN
23,1,912,BrF,CN
23,1,922,BrM,CN
23,1,1248,OFL,CN
23,2,927,BrF,CN
23,2,501,BrM,CN
23,2,1244,SEEN1,CN
23,2,1162,SEEN2,CN
23,2,1222,OFL,CN
23,3,925,BrF,CN
23,3,837,BrM,CN
23,5,3392,ABX,CN
23,5,504,BrF,CN
23,5,44,BrM,CN
23,5,1161,SEEN1,CN
23,5,1216,SEEN2,CN
23,8,596,BrF,CN
23,8,497,BrM,CN
23,8,3384,FL,CN
23,8,1187,SEEN1,CN
23,8,1216,SEEN2,CN
23,9,595,BrF,CN
23,9,495,BrM,CN
23,9,3380,FL,CN
23,12,833,BrF,CN
23,12,200,BrM,CN
23,13,867,ABX,CN
23,13,823,BrF,CN
23,13,562,BrM,CN
23,13,3374,FL,CN
23,14,930,ABX,CN
23,14,1219,ABX,CN
23,14,458,BrF,CN
23,14,499,BrM,CN
23,14,1209,OFL,CN
23,15,859,BrF,CN
23,15,929,BrM,CN
23,15,3403,FL,CN
23,16,457,BrF,CN
23,16,868,BrM,CN
23,16,3397,FL,CN
23,20,840,BrF,CN
23,20,597,BrM,CN
23,22,3396,BrF,CN
23,22,1164,BrM,CN
23,23,1247,BrF,CN
23,23,1020,BrM,CN
23,24,1059,BrF,CN
23,24,1167,BrM,CN
23,25,1224,H,CN
23,25,502,BrF,CN
23,25,215,BrM,CN
23,25,3395,FL,CN
23,26,924,BrF,CN
23,26,220,BrM,CN
23,26,3394,FL,CN
23,26,1031,SEEN1,CN
23,27,1235,BrF,CN
23,27,1039,BrM,CN
23,27,0,SEEN1,CN
23,28,169,BrF,CN
23,28,890,BrM,CN
23,28,0,SEEN1,CN
23,30,1246,BrF,CN
23,30,507,BrM,CN
23,30,3393,FL,CN
23,30,1221,ABX,CN
23,32,825,BrF,CN
23,32,672,BrM,CN
23,32,1286,OFL,CN
23,33,1214,ABX,CN
23,33,1045,ABX,CN
23,33,503,BrF,CN
23,33,470,BrM,CN
23,33,1022,SEEN1,CN
23,35,444,BrF,CN
23,35,1166,BrM,CN
23,37,1218,BrF,CN
23,37,886,BrM,CN
23,38,441,BrF,CN
23,38,1165,BrM,CN
23,38,1287,OFL,CN
23,40,500,BrF,CN
23,40,494,BrM,CN
23,40,1229,FL,CN
23,42,442,ABX,CN
23,42,794,H,CN
23,42,199,BrF,CN
23,42,609,BrM,CN
23,42,1152,OFL,CN
23,42,911,SEEN1,CN
23,43,3134,BrF,CN
23,43,1029,BrM,CN
23,45,1156,ABX,CN
23,45,454,BrF,CN
23,45,221,BrM,CN
23,45,3391,H,CN
23,47,1244,ABX,CN
23,47,3390,ABX,CN
23,47,3389,H,CN
23,47,604,BrF,CN
23,47,921,BrM,CN
23,47,916,SEEN1,CN
23,48,826,BrF,CN
23,48,1212,BrM,CN
23,48,1213,OFL,CN
23,49,3388,ABX,CN
23,49,511,BrF,CN
23,49,1274,BrM,CN
23,51,828,ABX,CN
23,51,466,BrF,CN
23,51,51,BrM,CN
23,52,449,BrF,CN
23,52,1157,BrM,CN
23,53,932,H,CN
23,53,308,BrF,CN
23,53,216,BrM,CN
23,53,3387,FL,CN
23,53,1162,SEEN1,CN
23,54,447,BrF,CN
23,54,1203,BrM,CN
23,54,0,SEEN1,CN
23,55,459,ABX,CN
23,55,462,BrF,CN
23,55,947,BrM,CN
23,55,3386,OFL,CN
23,56,1051,BrF,CN
23,56,65,BrM,CN
23,57,949,BrF,CN
23,57,557,BrM,CN
23,57,1277,OFL,CN
23,59,608,ABX,CN
23,59,163,ABX,CN
23,59,850,BrF,CN
23,59,510,BrM,CN
23,59,1273,SEEN1,CN
23,59,1275,OFL,CN
23,60,1026,BrF,CN
23,60,1032,BrM,CN
23,61,78,BrF,CN
23,61,555,BrM,CN
23,62,607,H,CN
23,62,1202,ABX,CN
23,62,469,BrF,CN
23,62,606,BrM,CN
23,62,1230,OFL,CN
23,63,1042,BrF,CN
23,63,176,BrM,CN
23,63,827,ABX,CN
23,64,848,BrF,CN
23,64,3385,BrM,CN
23,65,869,BrF,CN
23,65,453,BrM,CN
23,67,561,BrF,CN
23,67,467,BrM,CN
23,67,1306,OFL,CN
23,68,1200,ABX,CN
23,68,1188,ABX,CN
23,68,878,BrF,CN
23,68,879,BrM,CN
23,69,1193,BrF,CN
23,69,1178,BrM,CN
23,71,171,BrF,CN
23,71,877,BrM,CN
23,71,1278,OFL,CN
23,72,1186,BrF,CN
23,72,1184,BrM,CN
23,73,880,BrF,CN
23,73,436,BrM,CN
23,73,1227,OFL,CN
23,74,1062,ABX,CN
23,74,835,BrF,CN
23,74,860,BrM,CN
23,74,1061,SEEN1,CN
23,76,1061,ABX,CN
23,76,628,BrF,CN
23,76,1037,BrM,CN
23,76,1215,OFL,CN
23,77,1158,ABX,CN
23,77,1019,BrF,CN
23,77,1159,BrM,CN
23,77,3383,FL,CN
23,77,0,SEEN1,CN
23,80,1173,BrF,CN
23,80,1041,BrM,CN
23,80,1294,FL,CN
23,80,0,SEEN1,CN
23,81,853,BrF,CN
23,81,865,BrM,CN
23,81,3382,FL,CN
23,81,0,SEEN1,CN
23,83,832,BrF,CN
23,83,523,BrM,CN
23,83,0,SEEN1,CN
23,84,863,ABX,CN
23,84,450,BrF,CN
23,84,629,BrM,CN
23,84,0,SEEN1,CN
23,86,1279,ABX,CN
23,86,522,BrF,CN
23,86,3381,BrM,CN
23,86,1293,FL,CN
23,87,479,BrF,CN
23,87,866,BrM,CN
23,87,1217,SEEN1,CN
23,88,951,BrF,CN
23,88,1196,BrM,CN
23,89,474,H,CN
23,89,168,BrF,CN
23,89,884,BrM,CN
23,89,1031,SEEN1,CN
23,89,3379,FL,CN
23,89,1262,OFL,CN
23,89,1179,SEEN1,CN
23,89,1045,SEEN2,CN
23,90,1243,ABX,CN
23,90,862,BrF,CN
23,90,632,BrM,CN
23,90,1290,OFL,CN
23,92,1063,ABX,CN
23,92,858,BrF,CN
23,92,857,BrM,CN
23,94,1195,BrF,CN
23,94,1243,BrM,CN
23,94,3378,FL,CN
23,95,505,BrF,CN
23,95,917,BrM,CN
23,95,1289,OFL,CN
23,95,1170,SEEN1,CN
23,99,3377,ABX,CN
23,99,640,BrF,CN
23,99,525,BrM,CN
23,99,1161,SEEN1,CN
23,101,1303,U,CN
23,101,3376,BrF,CN
23,101,849,BrM,CN
23,101,1295,FL,CN
23,102,635,BrF,CN
23,102,636,BrM,CN
23,102,1288,FL,CN
23,102,1225,SEEN1,CN
23,103,64,BrF,CN
23,103,528,H,CN
23,103,178,BrM,CN
23,103,1291,OFL,CN
23,104,641,ABX,CN
23,104,1175,ABX,CN
23,104,530,BrF,CN
23,104,637,BrM,CN
23,104,1301,SEEN1,CN
23,104,1302,OFL,CN
23,105,670,BrF,CN
23,105,1211,BrM,CN
23,105,1296,OFL,CN
23,106,1206,BrF,CN
23,106,1176,BrM,CN
23,106,1292,OFL,CN
23,108,1022,BrF,CN
23,108,1199,BrM,CN
23,109,914,BrF,CN
23,109,1040,BrM,CN
23,109,1267,XF,CN
23,110,1017,BrF,CN
23,110,1018,BrM,CN
23,110,1297,FL,CN
23,110,3375,OFL,CN
23,112,1160,BrF,CN
23,112,1047,BrM,CN
23,112,1161,SEEN1,CN
23,112,1164,SEEN2,CN
23,115,329,H,CN
23,115,297,BrF,CN
23,115,1862,BrM,CN
23,115,1268,CH,CN
23,115,1179,H,CN
23,116,1049,BrF,CN
23,116,776,BrM,CN
23,116,1298,FL,CN
23,117,774,BrF,CN
23,117,1198,BrM,CN
23,117,1245,FL,CN
23,117,1242,SEEN1,CN
23,118,1205,ABX,CN
23,118,1190,BrF,CN
23,118,1191,BrM,CN
23,121,3373,H,CN
23,121,1197,BrF,CN
23,121,1189,BrM,CN
23,121,1153,SEEN1,CN
23,121,509,SEEN2,CN
23,123,3372,BrF,CN
23,123,602,BrM,CN
23,125,3370,H,CN
23,125,638,BrF,CN
23,125,1185,BrM,CN
23,125,3371,FL,CN
23,126,3369,ABX,CN
23,126,476,ABX,CN
23,126,919,BrF,CN
23,126,477,BrM,CN
23,127,1024,BrF,CN
23,127,676,BrM,CN
23,129,675,BrF,CN
23,129,846,BrM,CN
23,130,663,BrF,CN
23,130,549,BrM,CN
23,131,3368,BrM,CN
23,131,1060,BrF,CN
23,132,1181,ABX,CN
23,132,1182,BrF,CN
23,132,851,BrM,CN
23,132,3367,FL,CN
23,134,543,BrF,CN
23,134,540,BrM,CN
23,135,1170,ABX,CN
23,135,915,BrF,CN
23,135,941,BrM,CN
23,135,3366,FL,CN
23,135,472,SEEN1,CN
23,137,845,BrF,CN
23,137,674,BrM,CN
23,138,472,ABX,CN
23,138,3365,BrF,CN
23,138,847,BrM,CN
23,138,3364,FL,CN
23,139,1172,BrF,CN
23,139,1171,BrM,CN
23,139,3363,FL,CN
23,141,938,ABX,CN
23,141,1180,ABX,CN
23,141,677,BrF,CN
23,141,550,BrM,CN
23,141,1304,SEEN1,CN
23,141,3362,FL,CN
23,144,542,BrF,CN
23,144,208,BrM,CN
23,144,665,SEEN1,CN
23,147,844,BrF,CN
23,147,668,BrM,CN
23,147,1168,SEEN1,CN
23,148,554,BrF,CN
23,148,498,BrM,CN
23,148,3361,FL,CN
23,155,639,BrF,CN
23,155,1028,BrM,CN
23,155,3402,FL,CN
23,157,666,BrF,CN
23,157,1151,BrM,CN
23,157,1153,SEEN1,CN
23,159,1299,BrF,CN
23,159,544,BrM,CN
23,159,1300,OFL,CN
23,160,563,BrF,CN
23,160,545,BrM,CN
23,160,3401,FL,CN
23,164,627,BrF,CN
23,164,509,BrM,CN
23,164,3400,FL,CN
23,165,3399,H,CN
23,165,1043,BrF,CN
23,165,559,BrM,CN
23,165,1276,SEEN1,CN
23,165,1223,FL,CN
23,166,1177,BrF,CN
23,166,3398,BrM,CN
23,166,1285,SEEN1,CN
23,166,1305,OFL,CN
23,167,942,BrF,CN
23,167,559,BrM,CN
23,168,1272,ABX,CN
23,168,1271,BrF,CN
23,168,605,BrM,CN
23,168,1270,OFL,CN
23,169,1155,BrF,CN
23,169,1154,BrM,CN
23,171,524,BrF,CN
23,171,634,BrM,CN
23,171,1234,SEEN1,CN
23,171,1231,SEEN2,CN
23,173,601,BrF,CN
23,173,506,BrM,CN
25,1,912,BrF,CN
25,1,922,BrM,CN
25,1,1366,XF,CN
25,2,927,BrF,CN
25,2,501,BrM,CN
25,2,1407,XF,CN
25,2,1222,ABX,CN
25,3,925,BrF,CN
25,3,837,BrM,CN
25,4,1392,BrF,CN
25,4,911,BrM,CN
25,5,3357,ABX,CN
25,5,504,BrF,CN
25,5,44,BrM,CN
25,7,1216,BrF,CN
25,7,1187,BrM,CN
25,8,596,BrF,CN
25,8,497,BrM,CN
25,8,1348,XF,CN
25,8,1391,H,CN
25,9,595,BrF,CN
25,9,495,BrM,CN
25,12,833,BrF,CN
25,12,200,BrM,CN
25,12,1363,XF,CN
25,13,823,BrF,CN
25,13,562,BrM,CN
25,13,867,ABX,CN
25,13,3351,OFL,CN
25,14,930,H,CN
27,72,1186,BrF,CN
25,14,458,BrF,CN
25,14,499,BrM,CN
25,14,1349,XF,CN
25,14,1209,AB,CN
25,15,859,BrF,CN
25,15,929,BrM,CN
25,15,1405,OFL,CN
25,16,457,BrF,CN
25,16,868,BrM,CN
25,16,1387,XF,CN
25,20,840,BrF,CN
25,20,597,BrM,CN
25,20,1408,XF,CN
25,22,1345,BrF,CN
25,22,1164,BrM,CN
25,23,1247,BrF,CN
25,23,1020,BrM,CN
25,24,1059,BrF,CN
25,24,1167,BrM,CN
25,25,1224,ABX,CN
25,25,502,BrF,CN
25,25,215,BrM,CN
25,25,1410,OFL,CN
25,26,924,BrF,CN
25,26,220,BrM,CN
25,26,3358,OFL,CN
25,27,1235,BrF,CN
25,27,1039,BrM,CN
25,28,169,BrF,CN
25,28,890,BrM,CN
25,28,1406,XF,CN
25,30,1246,BrF,CN
25,30,507,BrM,CN
25,30,1384,FL,CN
25,30,1221,H,CN
25,31,1412,SEEN1,CN
25,31,1231,SEEN2,CN
25,32,825,BrF,CN
25,32,672,BrM,CN
25,32,1417,FL,CN
25,32,1286,OFL,CN
25,33,503,BrF,CN
25,33,470,BrM,CN
25,33,1214,ABX,CN
25,35,444,BrF,CN
25,35,1166,BrM,CN
25,35,1359,FL,CN
25,37,1218,BrF,CN
25,37,886,BrM,CN
25,38,441,BrF,CN
25,38,1165,BrM,CN
25,38,1415,FL,CN
25,38,1287,ABX,CN
25,40,1347,BrF,CN
25,40,494,BrM,CN
25,42,199,BrF,CN
25,42,609,BrM,CN
25,42,1362,FL,CN
25,42,442,H,CN
25,42,1152,H,CN
25,43,3134,BrF,CN
25,43,1029,BrM,CN
25,44,794,BrF,CN
25,45,1404,ABX,CN
25,45,454,BrF,CN
25,45,221,BrM,CN
25,45,3356,FL,CN
25,45,1371,H,CN
25,47,1383,H,CN
25,47,604,BrF,CN
25,47,921,BrM,CN
25,47,1385,FL,CN
25,48,1213,ABX,CN
25,48,826,BrF,CN
25,48,1212,BrM,CN
25,49,1386,H,CN
25,49,511,BrF,CN
25,49,1274,BrM,CN
25,49,1388,FL,CN
25,51,466,BrF,CN
25,51,51,BrM,CN
25,51,3355,FL,CN
25,51,828,ABX,CN
25,52,449,BrF,CN
25,53,932,H,CN
25,53,308,BrF,CN
25,53,216,BrM,CN
25,53,1390,XF,CN
25,53,1389,XF,CN
25,53,1368,ABX,CN
25,54,447,BrF,CN
25,54,1203,BrM,CN
25,54,1414,FL,CN
25,55,459,H,CN
25,55,1369,H,CN
25,55,462,BrF,CN
25,55,607,SEEN1,CN
25,57,949,BrF,CN
25,57,557,BrM,CN
25,59,163,BrF,CN
25,59,510,BrM,CN
25,59,559,SEEN1,CN
25,60,1026,BrF,CN
25,60,1032,BrM,CN
25,60,1411,XF,CN
25,60,176,SEEN1,CN
25,61,78,BrF,CN
25,61,607,BrM,CN
25,62,469,BrF,CN
25,62,607,BrM,CN
25,62,1364,XF,CN
25,63,1042,BrF,CN
25,63,176,BrM,CN
25,64,848,BrF,CN
25,64,1370,BrM,CN
25,64,3354,FL,CN
25,65,869,BrF,CN
25,65,453,BrM,CN
25,65,1361,XF,CN
25,67,561,BrF,CN
25,67,467,BrM,CN
25,68,1200,BrF,CN
25,68,1156,BrM,CN
25,69,1193,BrF,CN
25,69,1178,BrM,CN
25,71,1244,BrF,CN
25,71,1188,BrM,CN
25,72,1186,BrF,CN
25,72,1184,BrM,CN
25,72,1402,FL,CN
25,73,880,BrF,CN
25,73,436,BrM,CN
25,74,835,BrF,CN
25,74,1031,BrM,CN
25,76,1215,AB,CN
25,76,628,BrF,CN
25,76,1037,BrM,CN
25,76,1365,XF,CN
25,77,1227,AB,CN
25,77,1158,H,CN
25,77,1019,BrF,CN
25,77,1159,BrM,CN
25,77,1367,XF,CN
25,77,1358,H,CN
25,77,1346,OFL,CN
25,80,1173,BrF,CN
25,80,1041,BrM,CN
25,81,1355,ABX,CN
25,81,1357,ABX,CN
25,81,853,BrF,CN
25,81,865,BrM,CN
25,81,3353,OFL,CN
25,82,1130,BrF,CN
25,82,1356,BrM,CN
25,83,832,BrF,CN
25,83,523,BrM,CN
25,83,1394,FL,CN
25,84,450,BrF,CN
25,84,629,BrM,CN
25,86,1279,ABX,CN
25,86,522,BrF,CN
25,86,1360,BrM,CN
25,88,951,BrF,CN
25,88,1196,BrM,CN
25,89,168,BrF,CN
25,89,1045,BrM,CN
25,89,1262,ABX,CN
25,90,862,BrF,CN
25,90,632,BrM,CN
25,90,1290,ABX,CN
25,90,1243,SEEN1,CN
25,92,858,BrF,CN
25,92,1063,BrM,CN
25,94,1195,BrF,CN
25,94,1243,BrM,CN
25,95,1170,BrF,CN
25,95,917,BrM,CN
25,98,1231,U,CN
25,99,1161,BrF,CN
25,99,525,BrM,CN
25,100,472,BrF,CN
25,100,1062,BrM,CN
25,101,1403,BrF,CN
25,101,849,BrM,CN
25,101,1413,XF,CN
25,105,670,BrF,CN
25,105,1211,BrM,CN
25,108,1022,BrF,CN
25,108,1199,BrM,CN
25,109,914,BrF,CN
25,109,1040,BrM,CN
25,110,1017,BrF,CN
25,110,1018,BrM,CN
25,110,1409,XF,CN
25,110,1416,OFL,CN
25,112,1160,BrF,CN
25,112,1047,BrM,CN
25,112,3352,FL,CN
25,115,297,BrF,CN
25,115,1862,BrM,CN
25,115,1396,XF,CN
25,115,329,H,CN
25,115,1179,H,CN
25,115,1268,OFL,CN
25,116,1049,BrF,CN
25,116,776,BrM,CN
25,117,774,BrF,CN
25,117,1198,BrM,CN
25,117,1397,XF,CN
25,118,1205,ABX,CN
25,118,1190,BrF,CN
25,118,1191,BrM,CN
25,121,0,SEEN1,CN
25,123,1380,BrF,CN
25,123,602,BrM,CN
25,125,1401,H,CN
25,125,638,BrF,CN
25,125,1185,BrM,CN
25,125,1400,FL,CN
25,126,476,ABX,CN
25,126,919,BrF,CN
25,126,510,BrM,CN
25,127,1024,BrF,CN
25,127,676,BrM,CN
25,130,663,BrF,CN
25,130,509,BrM,CN
25,130,3350,FL,CN
25,134,3349,U,CN
25,135,915,BrF,CN
25,137,845,BrF,CN
25,137,674,BrM,CN
25,137,1398,FL,CN
25,138,1382,BrF,CN
25,138,1381,H,CN
25,138,847,BrM,CN
